index,三维坐标X,三维坐标Y,三维坐标Z,位移场DY
3541,2.49119,19.3992,1034.04,0.477429
3542,3.37634,19.3988,1034.33,0.48213
3543,4.26216,19.3989,1034.64,0.48635
3544,5.14795,19.3992,1034.94,0.490392
3545,6.03506,19.4047,1035.24,0.493963
3546,6.92145,19.4083,1035.52,0.497801
3547,7.80909,19.411,1035.82,0.50171
3548,8.69692,19.4126,1036.12,0.505943
3549,9.58541,19.4128,1036.42,0.510336
3550,10.4742,19.4127,1036.72,0.51533
3551,11.3638,19.4124,1037.02,0.520163
3552,12.2539,19.4124,1037.32,0.525087
3553,13.1445,19.4122,1037.62,0.529884
3554,14.036,19.4119,1037.92,0.534738
3555,14.9276,19.4116,1038.21,0.539849
3556,15.8195,19.4117,1038.51,0.544547
3557,16.7123,19.4117,1038.81,0.549529
3558,17.6053,19.4108,1039.11,0.554937
3559,18.4992,19.4122,1039.4,0.560442
3560,19.3939,19.4144,1039.71,0.56666
3561,20.2891,19.414,1039.99,0.571561
3562,21.1842,19.4094,1040.3,0.576093
3563,22.0802,19.4047,1040.59,0.58036
3564,22.9763,19.4087,1040.9,0.584834
3565,23.8732,19.4082,1041.2,0.589016
3566,24.7697,19.4042,1041.49,0.592666
3567,25.667,19.4048,1041.81,0.597274
3568,26.5657,19.4096,1042.1,0.601668
3569,27.4645,19.4147,1042.4,0.60692
3570,28.3642,19.4146,1042.69,0.611184
3571,29.2639,19.4142,1042.99,0.615872
3572,30.1645,19.4146,1043.29,0.620507
3573,31.0656,19.4147,1043.59,0.625183
3574,31.9669,19.4144,1043.89,0.630396
3575,32.8692,19.4145,1044.18,0.63521
3576,33.7714,19.4147,1044.48,0.640327
3577,34.6745,19.4147,1044.78,0.645227
3578,35.5783,19.4144,1045.08,0.650512
3579,36.4825,19.4147,1045.38,0.655636
3580,37.3876,19.4145,1045.68,0.660863
3581,38.2927,19.4129,1045.97,0.666227
3582,39.1986,19.4124,1046.27,0.67214
3583,40.1052,19.4103,1046.57,0.677738
3584,41.012,19.4088,1046.87,0.683276
3585,41.9192,19.4034,1047.17,0.689165
3586,42.8276,19.4027,1047.46,0.694822
3587,43.7365,19.4026,1047.78,0.69998
3588,44.6456,19.4034,1048.07,0.704656
3589,45.5553,19.4056,1048.37,0.709765
3590,46.4664,19.4057,1048.68,0.714459
3591,47.3773,19.4095,1048.97,0.718898
3592,48.2888,19.4113,1049.28,0.723372
3593,49.2006,19.4121,1049.57,0.728382
3594,50.1136,19.4132,1049.87,0.732664
3595,51.027,19.4134,1050.17,0.737547
3596,51.9408,19.4137,1050.47,0.742562
3597,52.8546,19.4137,1050.77,0.747856
3598,53.7697,19.4134,1051.07,0.75333
3599,54.6854,19.4128,1051.37,0.758607
3600,55.6013,19.4125,1051.67,0.76399
3601,56.5178,19.4122,1051.97,0.769653
3602,57.4349,19.4112,1052.27,0.77561
3603,58.3529,19.4116,1052.57,0.781534
3604,59.2713,19.406,1052.87,0.787082
3605,60.1898,19.4024,1053.18,0.792522
3606,61.1084,19.3978,1053.47,0.798356
3607,62.0286,19.3936,1053.78,0.804225
3608,62.9495,19.3904,1054.1,0.808855
3609,63.8697,19.388,1054.39,0.813639
3610,64.7914,19.3929,1054.69,0.819112
3611,65.7139,19.3967,1054.99,0.82463
3612,66.6376,19.4018,1055.3,0.830232
3613,67.5609,19.4043,1055.59,0.835104
3614,68.485,19.4071,1055.89,0.840561
3615,69.4101,19.4087,1056.19,0.845575
3616,70.3356,19.409,1056.49,0.850892
3617,71.2615,19.4097,1056.79,0.856013
3618,72.1887,19.4099,1057.09,0.861047
3619,73.1155,19.4099,1057.4,0.866036
3620,74.0437,19.4099,1057.7,0.871429
3621,74.972,19.4101,1058,0.87666
3622,75.901,19.4097,1058.3,0.882057
3623,76.8302,19.4074,1058.6,0.887572
3624,77.7597,19.4027,1058.91,0.892642
3625,78.6912,19.3934,1059.22,0.897951
3626,79.621,19.3887,1059.51,0.90395
3627,80.5524,19.3833,1059.81,0.909645
3628,81.4845,19.3803,1060.12,0.916092
3629,82.4187,19.3776,1060.44,0.921158
3630,83.3524,19.3777,1060.73,0.927962
3631,84.286,19.3877,1061.03,0.934003
3632,85.2209,19.3901,1061.32,0.938543
3633,86.1589,19.3954,1061.65,0.943696
3634,-28.1677,18.5281,1023.47,0.314206
3635,-27.3008,18.5272,1023.77,0.318833
3636,-26.4327,18.527,1024.08,0.32355
3637,-25.5647,18.5269,1024.38,0.328171
3638,-24.6955,18.5269,1024.68,0.332732
3639,-23.8265,18.5265,1024.98,0.337453
3640,-22.9569,18.5262,1025.28,0.342063
3641,-22.0865,18.5264,1025.58,0.346836
3642,-21.2156,18.5267,1025.88,0.351523
3643,-20.3443,18.5262,1026.18,0.356138
3644,-19.4721,18.5255,1026.49,0.361165
3645,-18.5999,18.525,1026.79,0.365809
3646,-17.7268,18.5253,1027.09,0.370361
3647,-16.8539,18.5249,1027.39,0.374897
3648,-15.9795,18.525,1027.69,0.379416
3649,-15.1046,18.5253,1028,0.38381
3650,-14.2299,18.5252,1028.3,0.388247
3651,-13.3545,18.5255,1028.6,0.392516
3652,-12.4785,18.5253,1028.9,0.397021
3653,-11.6022,18.5251,1029.2,0.401588
3654,-10.7249,18.525,1029.5,0.406029
3655,-9.84797,18.5252,1029.8,0.410556
3656,-8.96999,18.5249,1030.1,0.415098
3657,-8.09178,18.5255,1030.4,0.419779
3658,-7.21318,18.5256,1030.7,0.424489
3659,-6.3344,18.5255,1031,0.429229
3660,-5.45431,18.5262,1031.31,0.433579
3661,-4.57429,18.5265,1031.61,0.438112
3662,-3.6936,18.5259,1031.9,0.443224
3663,-2.81183,18.5258,1032.21,0.447853
3664,-1.9304,18.5258,1032.51,0.452356
3665,-1.04748,18.5254,1032.81,0.45732
3666,-0.164091,18.5243,1033.11,0.462519
3667,0.718898,18.5223,1033.4,0.467491
3668,1.60309,18.5234,1033.7,0.471848
3669,2.48708,18.5233,1034,0.476527
3670,3.37233,18.5231,1034.3,0.481323
3671,4.25815,18.5235,1034.6,0.485638
3672,5.14404,18.5241,1034.9,0.489801
3673,6.03099,18.5259,1035.2,0.493939
3674,6.9177,18.5259,1035.5,0.498343
3675,7.8052,18.5265,1035.8,0.502728
3676,8.69322,18.5273,1036.1,0.50691
3677,9.58159,18.5277,1036.4,0.511213
3678,10.4703,18.5273,1036.7,0.515998
3679,11.3598,18.5268,1037,0.520685
3680,12.25,18.5266,1037.3,0.525491
3681,13.1404,18.5265,1037.6,0.530173
3682,14.0316,18.5264,1037.9,0.53487
3683,14.9231,18.5258,1038.2,0.539966
3684,15.8147,18.5258,1038.49,0.544726
3685,16.7077,18.5255,1038.79,0.5498
3686,17.6005,18.5245,1039.09,0.554877
3687,18.4945,18.5236,1039.39,0.56018
3688,19.3887,18.5217,1039.69,0.565906
3689,20.2835,18.5211,1039.99,0.570842
3690,21.1789,18.5187,1040.29,0.575832
3691,22.0749,18.5183,1040.58,0.580632
3692,22.9712,18.5182,1040.88,0.584941
3693,23.8678,18.5186,1041.18,0.58941
3694,24.765,18.5195,1041.48,0.593434
3695,25.6631,18.5209,1041.79,0.597924
3696,26.5615,18.5239,1042.08,0.602466
3697,27.46,18.5241,1042.38,0.60742
3698,28.3598,18.5253,1042.68,0.611898
3699,29.2596,18.5248,1042.97,0.61656
3700,30.1603,18.5247,1043.27,0.621216
3701,31.0613,18.5245,1043.57,0.626018
3702,31.9624,18.524,1043.87,0.630981
3703,32.8646,18.5236,1044.17,0.635692
3704,33.7666,18.5233,1044.47,0.640808
3705,34.6696,18.523,1044.77,0.645605
3706,35.5735,18.5227,1045.07,0.650797
3707,36.4776,18.5226,1045.37,0.656177
3708,37.3828,18.5224,1045.67,0.661227
3709,38.2881,18.5216,1045.96,0.666366
3710,39.194,18.5203,1046.26,0.672198
3711,40.1006,18.5168,1046.56,0.677737
3712,41.0077,18.5142,1046.86,0.683403
3713,41.9155,18.5137,1047.16,0.688842
3714,42.8238,18.513,1047.46,0.694176
3715,43.7326,18.5122,1047.76,0.699615
3716,44.6419,18.5122,1048.06,0.704531
3717,45.5517,18.5144,1048.36,0.709625
3718,46.4625,18.5166,1048.66,0.714248
3719,47.3736,18.5162,1048.96,0.719082
3720,48.2847,18.5164,1049.26,0.72385
3721,49.1964,18.5161,1049.56,0.728989
3722,50.1095,18.5166,1049.86,0.733288
3723,51.0225,18.5168,1050.16,0.73811
3724,51.9361,18.5166,1050.47,0.743261
3725,52.8499,18.5166,1050.77,0.748545
3726,53.7651,18.5164,1051.07,0.753897
3727,54.6809,18.5163,1051.37,0.758807
3728,55.5965,18.5157,1051.67,0.76418
3729,56.5131,18.515,1051.97,0.769852
3730,57.4305,18.5142,1052.27,0.775751
3731,58.3485,18.5126,1052.57,0.781308
3732,59.2669,18.5076,1052.88,0.786681
3733,60.1853,18.5061,1053.18,0.792349
3734,61.1045,18.5018,1053.47,0.798131
3735,62.0248,18.4994,1053.78,0.803788
3736,62.9456,18.499,1054.08,0.809118
3737,63.8664,18.4987,1054.38,0.814467
3738,64.7881,18.5011,1054.68,0.819925
3739,65.7109,18.5026,1054.98,0.825336
3740,66.6341,18.5064,1055.28,0.83058
3741,67.5575,18.5077,1055.58,0.835727
3742,68.4819,18.508,1055.88,0.841049
3743,69.4067,18.5083,1056.19,0.846014
3744,70.3322,18.5082,1056.49,0.851233
3745,71.2581,18.5083,1056.79,0.85647
3746,72.1855,18.5076,1057.09,0.861671
3747,73.1125,18.5076,1057.39,0.86654
3748,74.0402,18.5075,1057.7,0.871675
3749,74.9683,18.5071,1058,0.876947
3750,75.8971,18.5067,1058.3,0.882146
3751,76.8262,18.5057,1058.6,0.888053
3752,77.756,18.5048,1058.91,0.893612
3753,78.6871,18.5052,1059.21,0.899074
3754,79.6177,18.5102,1059.51,0.905191
3755,80.5499,18.5051,1059.82,0.910361
3756,81.4819,18.4976,1060.12,0.916736
3757,82.4161,18.4954,1060.42,0.921886
3758,83.3504,18.4953,1060.73,0.927436
3759,84.284,18.4941,1061.03,0.933507
3760,85.2203,18.492,1061.34,0.93811
3761,86.1563,18.4929,1061.64,0.943584
3762,-28.1712,17.6542,1023.44,0.314098
3763,-27.3044,17.653,1023.75,0.318764
3764,-26.4362,17.6521,1024.05,0.323667
3765,-25.5687,17.6512,1024.35,0.328481
3766,-24.6997,17.6513,1024.65,0.332992
3767,-23.8304,17.6504,1024.95,0.337789
3768,-22.961,17.6504,1025.25,0.34234
3769,-22.0906,17.6506,1025.55,0.347071
3770,-21.2199,17.6508,1025.86,0.351577
3771,-20.3482,17.6502,1026.16,0.3563
3772,-19.4761,17.649,1026.46,0.361482
3773,-18.6037,17.6487,1026.76,0.36606
3774,-17.7305,17.6482,1027.07,0.370695
3775,-16.8576,17.6478,1027.37,0.375184
3776,-15.9833,17.6477,1027.67,0.379686
3777,-15.1085,17.6479,1027.97,0.383924
3778,-14.2338,17.6474,1028.27,0.388481
3779,-13.3585,17.6472,1028.58,0.392863
3780,-12.4824,17.6467,1028.88,0.397358
3781,-11.6062,17.6462,1029.18,0.402031
3782,-10.7289,17.6457,1029.48,0.406579
3783,-9.85207,17.6452,1029.78,0.411234
3784,-8.97425,17.645,1030.08,0.41546
3785,-8.09602,17.6453,1030.38,0.4199
3786,-7.21744,17.6456,1030.68,0.424373
3787,-6.33843,17.6456,1030.98,0.429009
3788,-5.45852,17.6455,1031.28,0.433564
3789,-4.57851,17.6458,1031.58,0.437978
3790,-3.6976,17.645,1031.88,0.443227
3791,-2.81622,17.6444,1032.18,0.448217
3792,-1.93487,17.6439,1032.48,0.45289
3793,-1.05191,17.6433,1032.78,0.457837
3794,-0.168727,17.6426,1033.08,0.462692
3795,0.714192,17.6416,1033.38,0.467673
3796,1.59832,17.6418,1033.68,0.472128
3797,2.48231,17.6419,1033.98,0.476523
3798,3.36787,17.6415,1034.28,0.481311
3799,4.25371,17.6419,1034.58,0.485635
3800,5.13992,17.6422,1034.88,0.489937
3801,6.02672,17.6421,1035.18,0.49448
3802,6.91347,17.6426,1035.48,0.498738
3803,7.80106,17.6423,1035.78,0.503401
3804,8.6892,17.6422,1036.08,0.507896
3805,9.57741,17.642,1036.38,0.512452
3806,10.4661,17.6416,1036.68,0.517067
3807,11.3557,17.6412,1036.98,0.521551
3808,12.2458,17.641,1037.28,0.52618
3809,13.1362,17.6406,1037.58,0.530964
3810,14.0273,17.6402,1037.88,0.53565
3811,14.9187,17.6395,1038.18,0.540589
3812,15.8102,17.6391,1038.48,0.545443
3813,16.7031,17.6388,1038.78,0.550473
3814,17.596,17.6376,1039.07,0.555592
3815,18.4898,17.6373,1039.37,0.560371
3816,19.3842,17.6362,1039.67,0.565782
3817,20.2792,17.6356,1039.97,0.5707
3818,21.1748,17.6349,1040.27,0.575658
3819,22.0708,17.6347,1040.57,0.580257
3820,22.967,17.6351,1040.87,0.584461
3821,23.8637,17.6351,1041.17,0.588994
3822,24.7609,17.6354,1041.47,0.59317
3823,25.6588,17.6358,1041.77,0.597687
3824,26.5572,17.6357,1042.07,0.602138
3825,27.4559,17.6358,1042.36,0.606884
3826,28.3555,17.6357,1042.66,0.611749
3827,29.2551,17.6348,1042.96,0.616733
3828,30.1556,17.6345,1043.26,0.621687
3829,31.0568,17.634,1043.56,0.626558
3830,31.958,17.6334,1043.86,0.631483
3831,32.86,17.6323,1044.16,0.636539
3832,33.762,17.6321,1044.46,0.64138
3833,34.6652,17.6315,1044.76,0.646244
3834,35.5691,17.631,1045.06,0.65129
3835,36.4732,17.6305,1045.36,0.656639
3836,37.378,17.6301,1045.66,0.661619
3837,38.2834,17.6296,1045.96,0.666581
3838,39.1893,17.6282,1046.26,0.672271
3839,40.096,17.6278,1046.55,0.677639
3840,41.0029,17.6268,1046.85,0.683001
3841,41.9109,17.6262,1047.15,0.688263
3842,42.8193,17.6255,1047.45,0.693561
3843,43.7281,17.6245,1047.75,0.699059
3844,44.6374,17.624,1048.05,0.704208
3845,45.5473,17.6231,1048.35,0.709472
3846,46.4579,17.6224,1048.65,0.714537
3847,47.3689,17.6217,1048.96,0.71948
3848,48.28,17.6211,1049.26,0.724673
3849,49.1921,17.6208,1049.55,0.729854
3850,50.1051,17.6208,1049.85,0.734201
3851,51.0182,17.6208,1050.16,0.739039
3852,51.9317,17.6208,1050.46,0.744061
3853,52.8456,17.6204,1050.76,0.749278
3854,53.7607,17.6199,1051.06,0.754363
3855,54.6764,17.6199,1051.36,0.759324
3856,55.5921,17.6191,1051.66,0.764678
3857,56.5086,17.6183,1051.96,0.770215
3858,57.4259,17.6174,1052.26,0.776068
3859,58.3439,17.6166,1052.57,0.78141
3860,59.2624,17.6158,1052.87,0.786892
3861,60.1807,17.6148,1053.17,0.792242
3862,61.1003,17.6139,1053.47,0.797933
3863,62.0206,17.6132,1053.77,0.803348
3864,62.9418,17.6128,1054.07,0.808395
3865,63.8629,17.6119,1054.37,0.814098
3866,64.7846,17.6102,1054.68,0.819774
3867,65.7074,17.6093,1054.98,0.825252
3868,66.6304,17.6092,1055.28,0.830326
3869,67.5539,17.6084,1055.58,0.83587
3870,68.4781,17.6075,1055.88,0.841153
3871,69.4031,17.6077,1056.18,0.84614
3872,70.3285,17.6078,1056.49,0.851116
3873,71.2543,17.6074,1056.79,0.856466
3874,72.1816,17.607,1057.09,0.86162
3875,73.1085,17.6067,1057.39,0.866539
3876,74.0362,17.606,1057.69,0.872064
3877,74.9642,17.6052,1058,0.877524
3878,75.8933,17.6044,1058.3,0.882598
3879,76.8226,17.6037,1058.6,0.888204
3880,77.7526,17.6025,1058.91,0.893659
3881,78.6839,17.6024,1059.21,0.898983
3882,79.6145,17.6011,1059.51,0.905132
3883,80.5468,17.6005,1059.82,0.910591
3884,81.479,17.6004,1060.12,0.916452
3885,82.413,17.6,1060.42,0.921656
3886,83.3471,17.5987,1060.73,0.927197
3887,84.2806,17.5973,1061.03,0.933185
3888,85.2168,17.5975,1061.33,0.937629
3889,86.1526,17.596,1061.64,0.943268
3890,-28.1748,16.78,1023.42,0.314067
3891,-27.3081,16.7788,1023.72,0.318815
3892,-26.4404,16.7773,1024.02,0.323646
3893,-25.5726,16.7762,1024.32,0.328502
3894,-24.7037,16.776,1024.62,0.33306
3895,-23.8343,16.7748,1024.93,0.337929
3896,-22.9648,16.7745,1025.23,0.342489
3897,-22.0947,16.7745,1025.53,0.347155
3898,-21.2236,16.7747,1025.83,0.351678
3899,-20.3517,16.7742,1026.13,0.356441
3900,-19.4797,16.7731,1026.43,0.361493
3901,-18.6075,16.7725,1026.74,0.365932
3902,-17.7343,16.7722,1027.04,0.370526
3903,-16.8615,16.7712,1027.34,0.375183
3904,-15.9872,16.7709,1027.65,0.379632
3905,-15.1126,16.7709,1027.95,0.383798
3906,-14.2377,16.7703,1028.25,0.388242
3907,-13.3623,16.7696,1028.55,0.392722
3908,-12.4861,16.7689,1028.85,0.397231
3909,-11.61,16.7683,1029.15,0.401896
3910,-10.7327,16.7676,1029.45,0.40643
3911,-9.85592,16.7666,1029.75,0.411311
3912,-8.9783,16.7661,1030.05,0.415654
3913,-8.09995,16.7659,1030.35,0.420229
3914,-7.2214,16.7658,1030.66,0.424703
3915,-6.3423,16.7652,1030.96,0.429258
3916,-5.46239,16.7647,1031.26,0.433918
3917,-4.58254,16.7647,1031.56,0.438421
3918,-3.70152,16.7639,1031.86,0.443451
3919,-2.8203,16.7633,1032.16,0.448364
3920,-1.93889,16.7627,1032.46,0.453077
3921,-1.05601,16.7623,1032.76,0.45793
3922,-0.173339,16.7614,1033.06,0.462613
3923,0.709766,16.7603,1033.36,0.467334
3924,1.59405,16.7601,1033.66,0.47178
3925,2.47794,16.7603,1033.96,0.476238
3926,3.3634,16.7594,1034.26,0.481155
3927,4.24923,16.7592,1034.56,0.4856
3928,5.13546,16.7595,1034.86,0.489953
3929,6.02213,16.7589,1035.16,0.49464
3930,6.90907,16.7588,1035.46,0.49922
3931,7.79664,16.7587,1035.76,0.503541
3932,8.68488,16.7583,1036.06,0.507986
3933,9.57323,16.758,1036.36,0.512588
3934,10.4619,16.7573,1036.66,0.517078
3935,11.3513,16.7568,1036.96,0.521517
3936,12.2413,16.7561,1037.26,0.526202
3937,13.1317,16.7553,1037.56,0.530943
3938,14.0227,16.7547,1037.86,0.535688
3939,14.9142,16.7539,1038.16,0.540415
3940,15.8058,16.7533,1038.46,0.545444
3941,16.6987,16.7526,1038.76,0.55067
3942,17.5916,16.7513,1039.06,0.555849
3943,18.4854,16.7503,1039.36,0.561076
3944,19.3797,16.7496,1039.66,0.566285
3945,20.2746,16.7486,1039.96,0.571369
3946,21.1702,16.748,1040.26,0.576339
3947,22.066,16.7478,1040.55,0.580627
3948,22.9622,16.7477,1040.85,0.584743
3949,23.8589,16.7475,1041.15,0.589065
3950,24.7562,16.7472,1041.45,0.593374
3951,25.654,16.747,1041.75,0.597898
3952,26.5524,16.7464,1042.05,0.602349
3953,27.451,16.7462,1042.35,0.607213
3954,28.3507,16.7458,1042.65,0.612212
3955,29.2507,16.7453,1042.95,0.617004
3956,30.1513,16.7446,1043.25,0.62211
3957,31.0525,16.7438,1043.55,0.62699
3958,31.9537,16.743,1043.85,0.632104
3959,32.8559,16.7417,1044.15,0.637021
3960,33.7581,16.7409,1044.45,0.641833
3961,34.6613,16.7402,1044.75,0.646837
3962,35.5649,16.7397,1045.05,0.651652
3963,36.4691,16.7387,1045.35,0.657093
3964,37.3739,16.7379,1045.65,0.662094
3965,38.2791,16.737,1045.95,0.667025
3966,39.1849,16.7354,1046.25,0.672467
3967,40.0916,16.7349,1046.54,0.677609
3968,40.9986,16.7338,1046.84,0.682981
3969,41.9065,16.7328,1047.14,0.688106
3970,42.815,16.7319,1047.44,0.693319
3971,43.7239,16.7307,1047.74,0.698836
3972,44.6332,16.7299,1048.04,0.704231
3973,45.5432,16.729,1048.34,0.709534
3974,46.4537,16.7279,1048.64,0.7147
3975,47.3646,16.7271,1048.95,0.719629
3976,48.2758,16.726,1049.25,0.724964
3977,49.1879,16.7256,1049.55,0.730108
3978,50.1011,16.7256,1049.85,0.734352
3979,51.014,16.7251,1050.15,0.739245
3980,51.9277,16.7245,1050.45,0.744282
3981,52.8419,16.7237,1050.75,0.749638
3982,53.7569,16.7232,1051.05,0.754623
3983,54.6725,16.7228,1051.36,0.759513
3984,55.588,16.7217,1051.66,0.764824
3985,56.5044,16.7209,1051.96,0.770298
3986,57.4215,16.72,1052.26,0.775937
3987,58.3394,16.7191,1052.56,0.781159
3988,59.2576,16.7181,1052.86,0.786572
3989,60.1762,16.7172,1053.16,0.791952
3990,61.0962,16.7165,1053.47,0.797461
3991,62.0163,16.7154,1053.77,0.802749
3992,62.9375,16.7141,1054.07,0.808154
3993,63.8587,16.7129,1054.37,0.814038
3994,64.7807,16.7108,1054.67,0.819949
3995,65.7035,16.7093,1054.97,0.825546
3996,66.6266,16.7089,1055.28,0.830797
3997,67.5502,16.7082,1055.58,0.836365
3998,68.4745,16.7075,1055.88,0.84138
3999,69.3994,16.7071,1056.18,0.846417
4000,70.3247,16.707,1056.48,0.851203
4001,71.2505,16.7066,1056.79,0.856441
4002,72.1774,16.7061,1057.09,0.861424
4003,73.1042,16.7053,1057.39,0.866496
4004,74.032,16.7044,1057.69,0.871925
4005,74.9601,16.7033,1057.99,0.87731
4006,75.8889,16.7023,1058.3,0.882654
4007,76.8182,16.7014,1058.6,0.888244
4008,77.7481,16.6996,1058.9,0.893784
4009,78.6796,16.6988,1059.21,0.899189
4010,79.6106,16.6975,1059.51,0.905156
4011,80.5425,16.697,1059.82,0.910479
4012,81.475,16.6966,1060.12,0.916252
4013,82.4092,16.6958,1060.42,0.921439
4014,83.3433,16.6944,1060.73,0.92705
4015,84.2773,16.6929,1061.03,0.932777
4016,85.2127,16.6925,1061.34,0.937373
4017,86.1487,16.6912,1061.64,0.943048
4018,-28.1785,15.9052,1023.39,0.314242
4019,-27.3115,15.9042,1023.69,0.318906
4020,-26.4437,15.9028,1023.99,0.323637
4021,-25.5762,15.9021,1024.29,0.328298
4022,-24.7072,15.902,1024.6,0.33274
4023,-23.8379,15.9007,1024.9,0.337561
4024,-22.9684,15.8998,1025.2,0.342453
4025,-22.0983,15.8992,1025.5,0.347177
4026,-21.2273,15.899,1025.8,0.351837
4027,-20.3554,15.898,1026.1,0.356555
4028,-19.4833,15.8967,1026.41,0.36151
4029,-18.6113,15.8956,1026.71,0.366179
4030,-17.7383,15.8955,1027.01,0.370526
4031,-16.8652,15.8945,1027.32,0.375245
4032,-15.991,15.8935,1027.62,0.379756
4033,-15.1165,15.8931,1027.92,0.383911
4034,-14.242,15.892,1028.22,0.388605
4035,-13.3666,15.8914,1028.52,0.392843
4036,-12.4905,15.8906,1028.83,0.397328
4037,-11.6141,15.8899,1029.13,0.401918
4038,-10.7368,15.8891,1029.43,0.406467
4039,-9.85997,15.8881,1029.73,0.411237
4040,-8.98229,15.8875,1030.03,0.415437
4041,-8.10384,15.8868,1030.33,0.420173
4042,-7.22518,15.8863,1030.63,0.424735
4043,-6.34619,15.885,1030.93,0.429545
4044,-5.46645,15.8844,1031.23,0.434092
4045,-4.5866,15.8841,1031.54,0.43869
4046,-3.70583,15.883,1031.84,0.443837
4047,-2.82479,15.8823,1032.14,0.448555
4048,-1.9432,15.8816,1032.44,0.453213
4049,-1.06038,15.8806,1032.74,0.458025
4050,-0.177724,15.8801,1033.04,0.462665
4051,0.705525,15.8791,1033.34,0.467379
4052,1.58967,15.8787,1033.64,0.471778
4053,2.47379,15.8782,1033.94,0.476494
4054,3.35909,15.8772,1034.24,0.481344
4055,4.24471,15.8771,1034.54,0.485759
4056,5.13071,15.8766,1034.84,0.490293
4057,6.01744,15.8759,1035.14,0.494961
4058,6.90455,15.8751,1035.44,0.499732
4059,7.79225,15.8747,1035.74,0.503966
4060,8.68042,15.8741,1036.04,0.508512
4061,9.56876,15.8732,1036.34,0.513172
4062,10.4576,15.8721,1036.64,0.517691
4063,11.3469,15.8715,1036.94,0.522082
4064,12.237,15.8706,1037.24,0.526916
4065,13.127,15.8695,1037.54,0.531778
4066,14.018,15.8686,1037.84,0.536587
4067,14.9094,15.8673,1038.14,0.541387
4068,15.801,15.8666,1038.44,0.546274
4069,16.6938,15.8656,1038.74,0.551421
4070,17.5869,15.8645,1039.04,0.556438
4071,18.4807,15.8638,1039.34,0.561294
4072,19.3752,15.8625,1039.64,0.566395
4073,20.2701,15.8616,1039.94,0.57123
4074,21.1655,15.8608,1040.24,0.576086
4075,22.0613,15.8602,1040.54,0.580478
4076,22.9575,15.8596,1040.84,0.584704
4077,23.8542,15.8593,1041.14,0.588984
4078,24.7513,15.8587,1041.44,0.59345
4079,25.6495,15.8582,1041.74,0.598053
4080,26.5479,15.8574,1042.04,0.602683
4081,27.4467,15.8571,1042.33,0.607586
4082,28.3465,15.8564,1042.63,0.61268
4083,29.2464,15.8556,1042.93,0.617599
4084,30.1468,15.8547,1043.23,0.62265
4085,31.0479,15.8535,1043.53,0.627611
4086,31.9493,15.8524,1043.83,0.632848
4087,32.8513,15.851,1044.13,0.637703
4088,33.7537,15.8501,1044.43,0.642485
4089,34.6571,15.8492,1044.73,0.647488
4090,35.5608,15.8478,1045.04,0.652535
4091,36.4648,15.8465,1045.34,0.657987
4092,37.3694,15.8458,1045.64,0.662632
4093,38.2747,15.8448,1045.94,0.667461
4094,39.1805,15.8432,1046.24,0.672801
4095,40.0872,15.8424,1046.54,0.677741
4096,40.9941,15.8414,1046.83,0.683116
4097,41.9021,15.8403,1047.13,0.68811
4098,42.8109,15.8391,1047.43,0.693398
4099,43.7196,15.8372,1047.73,0.699026
4100,44.629,15.8365,1048.03,0.704223
4101,45.5391,15.8351,1048.33,0.709518
4102,46.4497,15.8339,1048.64,0.714671
4103,47.3606,15.8324,1048.94,0.719743
4104,48.2718,15.8315,1049.24,0.725068
4105,49.1838,15.8309,1049.54,0.730208
4106,50.0969,15.8303,1049.84,0.73479
4107,51.0097,15.8294,1050.14,0.740085
4108,51.9234,15.8285,1050.44,0.745255
4109,52.8375,15.8277,1050.75,0.750543
4110,53.7527,15.827,1051.05,0.755379
4111,54.6682,15.8267,1051.35,0.760139
4112,55.5838,15.8255,1051.65,0.765453
4113,56.5001,15.8241,1051.95,0.770625
4114,57.4172,15.8231,1052.25,0.776008
4115,58.3348,15.8217,1052.56,0.781344
4116,59.2531,15.8205,1052.86,0.786608
4117,60.1718,15.8193,1053.16,0.791997
4118,61.0919,15.8177,1053.46,0.797585
4119,62.0121,15.8163,1053.76,0.802814
4120,62.9334,15.815,1054.07,0.808236
4121,63.8551,15.8135,1054.37,0.814224
4122,64.7772,15.8114,1054.67,0.820173
4123,65.6997,15.8099,1054.97,0.825788
4124,66.6227,15.8094,1055.27,0.831067
4125,67.5464,15.8086,1055.57,0.836696
4126,68.4705,15.8083,1055.88,0.841677
4127,69.3952,15.8075,1056.18,0.846738
4128,70.3204,15.8073,1056.48,0.851371
4129,71.2465,15.8062,1056.78,0.856623
4130,72.1734,15.8052,1057.09,0.861784
4131,73.1002,15.804,1057.39,0.866988
4132,74.0279,15.8022,1057.69,0.87247
4133,74.956,15.8013,1057.99,0.877802
4134,75.8849,15.7999,1058.3,0.883248
4135,76.8145,15.7989,1058.6,0.888993
4136,77.7444,15.797,1058.91,0.894367
4137,78.6757,15.7963,1059.21,0.899634
4138,79.607,15.7948,1059.52,0.905435
4139,80.5392,15.7944,1059.82,0.910586
4140,81.4718,15.7937,1060.12,0.91618
4141,82.4056,15.7926,1060.43,0.921574
4142,83.3397,15.7913,1060.73,0.927014
4143,84.2738,15.7895,1061.03,0.9326
4144,85.2091,15.7888,1061.33,0.937509
4145,86.1451,15.7873,1061.64,0.943086
4146,-28.1822,15.0314,1023.36,0.314284
