index,三维坐标X,三维坐标Y,三维坐标Z,LAG_应变Exx
4911,84.2591,10.4001,1061.11,0.000444575
4912,85.193,10.3819,1061.39,0.000502577
4913,86.1282,10.3696,1061.69,0.000219212
4914,-28.2046,9.7883,1023.19,-0.000150077
4915,-27.3375,9.78604,1023.49,-0.000142594
4916,-26.47,9.78304,1023.79,-0.000118303
4917,-25.602,9.78061,1024.1,-0.000105018
4918,-24.7331,9.7781,1024.4,-0.000111892
4919,-23.8638,9.77518,1024.7,-0.000126838
4920,-22.9939,9.77294,1025,-0.000164789
4921,-22.1237,9.77013,1025.31,-0.000166366
4922,-21.2533,9.76879,1025.61,-0.000184711
4923,-20.3819,9.7693,1025.91,-0.000227979
4924,-13.396,9.73599,1028.32,0.000126009
4925,-12.5231,9.73608,1028.64,0.000172232
4926,-11.6467,9.73645,1028.95,0.000139315
4927,-10.7699,9.73723,1029.26,0.000113307
4928,-9.88977,9.73814,1029.55,7.65696e-05
4929,-9.01224,9.73586,1029.86,3.30967e-05
4930,-8.13333,9.73316,1030.16,-1.13244e-05
4931,-7.25437,9.73015,1030.47,-9.08709e-05
4932,-6.37505,9.72699,1030.77,-0.000190154
4933,-5.49568,9.72477,1031.07,-0.000273343
4934,-4.61528,9.72195,1031.37,-0.000281262
4935,-3.73443,9.71977,1031.68,-0.000273142
4936,-2.85392,9.71719,1031.98,-0.000251411
4937,-1.97244,9.71429,1032.28,-0.000241193
4938,-1.09062,9.7115,1032.59,-0.000215304
4939,-0.207933,9.70813,1032.89,-0.000105229
4940,5.9844,9.71657,1035.06,0.000190743
4941,6.87154,9.69909,1035.33,0.000215204
4942,7.76029,9.69144,1035.63,0.000155968
4943,8.64837,9.6841,1035.92,8.15591e-05
4944,9.53662,9.68241,1036.2,1.48359e-05
4945,10.4263,9.68087,1036.51,-5.08398e-05
4946,11.3156,9.67754,1036.81,-0.000111637
4947,12.2059,9.67492,1037.11,-0.00018003
4948,13.096,9.67258,1037.42,-0.000274632
4949,13.9871,9.66938,1037.72,-0.000352585
4950,14.8792,9.66709,1038.02,-0.000409947
4951,15.7714,9.66485,1038.32,-0.00042431
4952,16.6643,9.66239,1038.62,-0.000473967
4953,17.5571,9.65833,1038.92,-0.000512243
4954,18.4508,9.65623,1039.21,-0.000578144
4955,19.3451,9.65896,1039.51,-0.000647895
4956,20.2402,9.66601,1039.77,-0.000654726
4957,21.1338,9.66755,1040.07,-0.000772255
4958,24.7227,9.67539,1041.42,-0.000245769
4959,25.6188,9.66153,1041.7,-0.000403892
4960,26.5186,9.6525,1041.98,-0.00046388
4961,27.416,9.63939,1042.26,-0.000445168
4962,28.3148,9.62617,1042.54,-0.000441742
4963,29.2146,9.62451,1042.84,-0.000440006
4964,30.1153,9.62321,1043.14,-0.000443417
4965,31.0167,9.62061,1043.44,-0.000458755
4966,31.9186,9.61808,1043.75,-0.000436906
4967,32.821,9.61558,1044.05,-0.000391283
4968,33.7234,9.61325,1044.35,-0.000371577
4969,34.6268,9.61025,1044.65,-0.000391925
4970,35.5303,9.60705,1044.95,-0.000397092
4971,36.4349,9.60467,1045.26,-0.000422718
4972,37.3405,9.60317,1045.56,-0.000427073
4973,38.246,9.59951,1045.85,-0.000444327
4974,39.1516,9.59501,1046.14,-0.00052296
4975,40.0595,9.59552,1046.45,-0.000512388
4976,45.5063,9.57463,1048.28,0.000156601
4977,46.4177,9.56083,1048.59,-0.000111011
4978,47.3297,9.55837,1048.89,-0.00013499
4979,48.2413,9.56307,1049.16,-0.000194575
4980,49.154,9.56244,1049.47,-0.000243539
4981,50.0671,9.56338,1049.79,-0.000270353
4982,50.9808,9.56039,1050.09,-0.000327593
4983,51.8946,9.55775,1050.4,-0.000327562
4984,52.809,9.55471,1050.7,-0.000309681
4985,53.7238,9.55138,1051,-0.000302354
4986,54.6393,9.54837,1051.31,-0.000332942
4987,55.5554,9.5458,1051.61,-0.000363552
4988,56.4722,9.54443,1051.91,-0.000371914
4989,57.3884,9.54308,1052.19,-0.000381593
4990,58.3054,9.54771,1052.48,-0.00036991
4991,59.2233,9.55207,1052.77,-0.000403491
4992,65.6725,9.52541,1054.99,-1.32317e-05
4993,66.5922,9.50824,1055.23,-0.000268181
4994,67.5178,9.50055,1055.55,-0.000254764
4995,68.4417,9.49419,1055.84,-0.000261023
4996,69.367,9.50002,1056.14,-0.000275662
4997,70.2939,9.50004,1056.47,-0.000267672
4998,71.2199,9.49736,1056.77,-0.000254864
4999,72.1475,9.49501,1057.08,-0.000247522
5000,73.0748,9.49202,1057.38,-0.000211386
5001,74.0022,9.4893,1057.68,-0.000213454
5002,74.9308,9.48714,1057.99,-0.000192619
5003,75.8603,9.48367,1058.29,-0.000162484
5004,76.7897,9.4832,1058.59,-0.000148314
5005,77.7187,9.49118,1058.88,-9.16975e-05
5006,78.6487,9.50053,1059.16,-0.000170032
5007,85.1972,9.48827,1061.48,8.07715e-05
5008,86.1294,9.4742,1061.74,0.000194738
5009,-28.2087,8.91462,1023.15,-0.000138073
5010,-27.3412,8.91202,1023.46,-0.000132219
5011,-26.4736,8.90874,1023.76,-0.00011193
5012,-25.6056,8.90595,1024.07,-0.000106474
5013,-24.7366,8.90314,1024.37,-0.000122298
5014,-23.8674,8.89982,1024.67,-0.000146484
5015,-22.9976,8.89713,1024.98,-0.000189444
5016,-22.1276,8.89429,1025.28,-0.000202466
5017,-21.2572,8.89154,1025.58,-0.000228535
5018,-12.5283,8.85958,1028.61,0.000458628
5019,-11.6522,8.86133,1028.92,0.000327779
5020,-10.7752,8.86072,1029.23,0.000235467
5021,-9.89445,8.85908,1029.53,0.000178437
5022,-9.01663,8.85629,1029.84,0.000117735
5023,-8.13771,8.85354,1030.14,5.58113e-05
5024,-7.25878,8.85046,1030.44,-4.01556e-05
5025,-6.37945,8.8471,1030.74,-0.00016945
5026,-5.4997,8.84479,1031.05,-0.000260984
5027,-4.61937,8.84195,1031.35,-0.000270686
5028,-3.73861,8.83912,1031.65,-0.000262511
5029,-2.85799,8.83635,1031.95,-0.000242818
5030,-1.97634,8.8335,1032.26,-0.000213796
5031,-1.09474,8.8297,1032.57,-0.00018739
5032,6.86231,8.80282,1035.3,0.000460309
5033,7.75253,8.79683,1035.6,0.000322544
5034,8.64192,8.79805,1035.88,0.000202219
5035,9.53205,8.7987,1036.17,0.000113807
5036,10.4219,8.79744,1036.49,3.23676e-05
5037,11.3113,8.7934,1036.79,-3.76357e-05
5038,12.2015,8.79041,1037.09,-0.000115058
5039,13.0916,8.78777,1037.4,-0.000227159
5040,13.9829,8.7843,1037.7,-0.000317683
5041,14.875,8.78187,1038,-0.000391039
5042,15.7672,8.77925,1038.3,-0.000416139
5043,16.6601,8.7763,1038.6,-0.000462601
5044,17.5524,8.77295,1038.9,-0.000515557
5045,18.4461,8.76981,1039.2,-0.000601404
5046,19.3403,8.77297,1039.49,-0.000679971
5047,26.5151,8.76959,1041.99,-0.000625171
5048,27.4116,8.75522,1042.26,-0.00045438
5049,28.3102,8.74265,1042.52,-0.000439785
5050,29.2098,8.7383,1042.82,-0.000432092
5051,30.1106,8.73414,1043.12,-0.000426985
5052,31.0122,8.73075,1043.43,-0.000437753
5053,31.9142,8.72806,1043.73,-0.000408078
5054,32.8165,8.72526,1044.04,-0.000358979
5055,33.7192,8.72275,1044.34,-0.000337949
5056,34.6227,8.71939,1044.64,-0.000364121
5057,35.5262,8.71566,1044.94,-0.000367654
5058,36.4304,8.71301,1045.24,-0.000393193
5059,37.3365,8.70997,1045.55,-0.000395073
5060,38.2423,8.70663,1045.84,-0.000308802
5061,46.4132,8.69892,1048.57,-5.18634e-05
5062,47.326,8.6854,1048.89,-0.000119298
5063,48.2376,8.6792,1049.16,-0.000175873
5064,49.1496,8.66812,1049.46,-0.000222045
5065,50.062,8.66825,1049.78,-0.000246062
5066,50.976,8.66396,1050.09,-0.000306493
5067,51.8901,8.66115,1050.39,-0.00030201
5068,52.8048,8.65794,1050.69,-0.000279043
5069,53.7198,8.65453,1051,-0.00026563
5070,54.6357,8.65164,1051.3,-0.000293702
5071,55.5518,8.64849,1051.6,-0.0003157
5072,56.4693,8.64703,1051.91,-0.000314777
5073,57.3846,8.64807,1052.17,-0.000307711
5074,58.3012,8.6543,1052.45,-0.000257058
5075,66.5859,8.6091,1055.21,-0.000422526
5076,67.5126,8.603,1055.54,-0.000363942
5077,68.4355,8.59875,1055.81,-0.000308631
5078,69.3612,8.60011,1056.12,-0.000296633
5079,70.2905,8.60072,1056.47,-0.000270882
5080,71.2166,8.59748,1056.77,-0.000244924
5081,72.1443,8.59423,1057.07,-0.000224382
5082,73.0715,8.59097,1057.38,-0.000175554
5083,73.9992,8.58794,1057.68,-0.00017506
5084,74.9277,8.58505,1057.99,-0.000145529
5085,75.8565,8.58238,1058.28,-0.000105578
5086,76.7856,8.58088,1058.58,-3.22685e-05
5087,77.7142,8.58764,1058.86,5.37752e-05
5088,-28.2123,8.04075,1023.13,-0.000148393
5089,-27.3451,8.03807,1023.43,-0.000134803
5090,-26.4776,8.03458,1023.73,-0.000111683
5091,-25.6097,8.03186,1024.04,-0.000109363
5092,-24.7408,8.02899,1024.34,-0.000130364
5093,-23.8717,8.02568,1024.65,-0.000162173
5094,-23.0019,8.02284,1024.95,-0.000211877
5095,-22.1319,8.02005,1025.25,-0.000242123
5096,-21.2614,8.01763,1025.55,-0.000321191
5097,-11.6573,7.98295,1028.9,0.000394082
5098,-10.7799,7.98266,1029.21,0.000297313
5099,-9.89863,7.98007,1029.5,0.000232232
5100,-9.02085,7.97685,1029.82,0.000160196
5101,-8.14198,7.97426,1030.12,8.59722e-05
5102,-7.26325,7.97093,1030.42,-1.95089e-05
5103,-6.38408,7.96755,1030.72,-0.0001602
5104,-5.50412,7.96491,1031.02,-0.000255328
5105,-4.62394,7.96181,1031.33,-0.000261607
5106,-3.74342,7.95887,1031.63,-0.000252185
5107,-2.86273,7.95607,1031.93,-0.000233643
5108,-1.98123,7.95254,1032.25,-0.000213581
5109,7.74725,7.91026,1035.59,0.000461723
5110,8.63814,7.91077,1035.86,0.000320627
5111,9.52786,7.91557,1036.15,0.000209939
5112,10.417,7.91288,1036.47,0.000109868
5113,11.3069,7.90843,1036.77,2.67915e-05
5114,12.1973,7.90507,1037.07,-6.13063e-05
5115,13.0874,7.90198,1037.38,-0.000184004
5116,13.9788,7.89848,1037.68,-0.000282138
5117,14.8709,7.89583,1037.98,-0.00036979
5118,15.7632,7.89263,1038.28,-0.00040323
5119,16.6556,7.88984,1038.57,-0.000461929
5120,17.5478,7.88518,1038.87,-0.000525107
5121,18.441,7.88356,1039.14,-0.000621654
5122,27.4077,7.86165,1042.26,-0.000502239
5123,28.3059,7.8472,1042.52,-0.000426619
5124,29.2055,7.84443,1042.81,-0.000414343
5125,30.1063,7.84307,1043.12,-0.000410594
5126,31.0079,7.84108,1043.42,-0.000418285
5127,31.9098,7.83817,1043.72,-0.000385061
5128,32.8118,7.83483,1044.03,-0.000333549
5129,33.7148,7.83174,1044.33,-0.000307134
5130,34.6182,7.82828,1044.63,-0.000333705
5131,35.5219,7.82467,1044.93,-0.000338234
5132,36.4258,7.82199,1045.24,-0.000348139
5133,37.3317,7.81864,1045.55,-0.000318803
5134,47.3234,7.76926,1048.97,-8.82193e-05
5135,48.2322,7.76538,1049.17,-0.000166196
5136,49.1444,7.76807,1049.45,-0.000211155
5137,50.0576,7.77014,1049.77,-0.000235368
5138,50.972,7.76858,1050.08,-0.000293486
5139,51.8863,7.7653,1050.38,-0.000283671
5140,52.8011,7.76176,1050.69,-0.000253369
5141,53.7163,7.75854,1050.99,-0.000237655
5142,54.6324,7.75528,1051.3,-0.000267408
5143,55.5483,7.75184,1051.6,-0.000286415
5144,56.4661,7.75054,1051.93,-0.000281442
5145,57.3818,7.75233,1052.19,-0.000273735
5146,67.5095,7.70277,1055.54,-0.000458286
5147,68.4323,7.69001,1055.8,-0.000364368
5148,69.3588,7.69902,1056.11,-0.000327577
5149,70.2872,7.69935,1056.46,-0.000286377
5150,71.2139,7.69628,1056.77,-0.000247117
5151,72.1413,7.69326,1057.07,-0.000210827
5152,73.0687,7.68984,1057.38,-0.000149554
5153,73.9962,7.68637,1057.68,-0.000144999
5154,74.9245,7.68361,1057.99,-0.000107015
5155,75.8528,7.68082,1058.27,-6.19168e-05
5156,76.7818,7.67907,1058.56,3.52853e-05
5157,-28.2162,7.16685,1023.1,-0.000175956
5158,-27.3492,7.164,1023.4,-0.000149912
5159,-26.482,7.16028,1023.71,-0.000119702
5160,-25.6141,7.15735,1024.01,-0.000117505
5161,-24.7453,7.15442,1024.31,-0.000141012
5162,-23.8762,7.15099,1024.62,-0.00017732
5163,-23.0063,7.14802,1024.92,-0.000231278
5164,-22.1361,7.14498,1025.22,-0.00026931
5165,-21.2652,7.14184,1025.51,-0.000361681
5166,-11.665,7.10352,1028.9,0.000521172
5167,-10.7855,7.10613,1029.19,0.000244046
5168,-9.90316,7.10311,1029.48,0.000210421
5169,-9.02544,7.09871,1029.79,0.000152668
5170,-8.14662,7.09471,1030.09,8.3122e-05
5171,-7.26803,7.09105,1030.4,-1.06275e-06
5172,-6.38868,7.08785,1030.7,-0.000145701
5173,-5.50863,7.08514,1031,-0.000241318
5174,-4.62839,7.08167,1031.31,-0.000245418
5175,-3.74822,7.07804,1031.61,-0.000236996
5176,-2.86753,7.07502,1031.91,-0.00022185
5177,-1.98604,7.06972,1032.23,-0.000157312
5178,7.7391,7.04492,1035.52,0.000733124
5179,8.63216,7.03837,1035.83,0.000430392
5180,9.52231,7.03159,1036.11,0.000295733
5181,10.4123,7.02813,1036.45,0.000177308
5182,11.3023,7.02402,1036.76,8.12234e-05
5183,12.1927,7.02031,1037.06,-1.50555e-05
5184,13.0827,7.01675,1037.36,-0.000140978
5185,13.9741,7.01318,1037.66,-0.000245369
5186,14.8662,7.00999,1037.96,-0.000345719
5187,15.7586,7.00648,1038.26,-0.00038432
5188,16.6509,7.00378,1038.56,-0.00045299
5189,17.5431,7.00419,1038.86,-0.000542078
5190,18.4363,7.01024,1039.13,-0.000731476
5191,27.4064,6.98305,1042.32,-0.000723151
5192,28.3036,6.96852,1042.54,-0.000361346
5193,29.2015,6.95989,1042.79,-0.000376973
5194,30.1022,6.95484,1043.1,-0.000382719
5195,31.0033,6.95026,1043.41,-0.000392469
5196,31.9054,6.94719,1043.71,-0.000356767
5197,32.8076,6.94406,1044.01,-0.000306476
5198,33.7108,6.94097,1044.32,-0.000271134
5199,34.6142,6.93739,1044.62,-0.000291291
5200,35.5183,6.9336,1044.92,-0.000291397
5201,36.4235,6.93106,1045.23,-0.00029345
5202,37.3302,6.93168,1045.56,-0.000247669
5203,47.3228,6.89365,1049.07,-0.000110331
5204,48.2309,6.88359,1049.23,-0.000160745
5205,49.1406,6.87988,1049.45,-0.000201238
5206,50.0535,6.87776,1049.76,-0.000227031
5207,50.9678,6.87313,1050.07,-0.000284231
5208,51.8821,6.86954,1050.37,-0.000269994
5209,52.7971,6.8658,1050.68,-0.000233281
5210,53.7125,6.86226,1050.98,-0.000214755
5211,54.6285,6.85843,1051.29,-0.000239363
5212,55.5446,6.85493,1051.59,-0.000255016
5213,56.4629,6.85664,1051.92,-0.000252498
5214,57.3789,6.86054,1052.19,-0.000365996
5215,67.5094,6.82834,1055.57,-0.00054688
5216,68.4305,6.80506,1055.81,-0.000402152
5217,69.3556,6.79943,1056.11,-0.000348068
5218,70.2835,6.79901,1056.46,-0.000294443
5219,71.2103,6.79625,1056.77,-0.000245337
5220,72.138,6.79252,1057.07,-0.000194138
5221,73.0655,6.78869,1057.38,-0.000126103
5222,73.9932,6.7844,1057.68,-0.000116117
5223,74.9218,6.78117,1057.99,-7.97906e-05
5224,75.85,6.77779,1058.27,-4.11072e-05
5225,76.7785,6.77643,1058.56,6.13684e-05
5226,-28.22,6.29372,1023.07,-0.000202391
5227,-27.3532,6.29039,1023.37,-0.000164336
5228,-26.4861,6.28664,1023.68,-0.000127754
5229,-25.6182,6.28328,1023.98,-0.000125595
5230,-24.7495,6.27996,1024.29,-0.000150202
5231,-23.8803,6.27647,1024.59,-0.000186108
5232,-23.0106,6.27336,1024.89,-0.000208887
5233,-22.1401,6.27021,1025.19,-0.000286453
5234,-11.6704,6.23709,1028.9,0.000758274
5235,-10.79,6.2336,1029.15,0.000490377
5236,-9.9074,6.22592,1029.45,0.000230486
5237,-9.02974,6.22007,1029.77,0.000170045
5238,-8.15094,6.21565,1030.07,9.47568e-05
5239,-7.27232,6.21204,1030.37,1.78887e-05
5240,-6.39331,6.20845,1030.68,-0.000129916
5241,-5.51314,6.20535,1030.98,-0.000229575
5242,-4.6329,6.20181,1031.28,-0.00023653
5243,-3.7528,6.19801,1031.58,-0.00023408
5244,-2.87171,6.19483,1031.89,-0.00020747
5245,-1.99059,6.18867,1032.2,-0.00016505
5246,7.7313,6.14055,1035.53,0.000727788
5247,8.6257,6.14789,1035.83,0.00053804
5248,9.51664,6.14358,1036.1,0.000312671
5249,10.4074,6.14388,1036.43,0.000197907
5250,11.2975,6.13954,1036.74,0.000104709
5251,12.1879,6.13586,1037.04,1.74111e-05
5252,13.0783,6.13177,1037.34,-0.000112821
5253,13.9698,6.12809,1037.64,-0.000219927
5254,14.8619,6.12452,1037.94,-0.000335792
5255,15.7543,6.1206,1038.24,-0.000382319
5256,16.647,6.11729,1038.54,-0.000452456
5257,17.5393,6.11743,1038.84,-0.000615962
5258,18.432,6.12475,1039.1,-0.000883262
5259,28.2986,6.09206,1042.54,-0.000459801
5260,29.1973,6.07123,1042.78,-0.000309678
5261,30.0978,6.0655,1043.09,-0.000326433
5262,30.9991,6.06064,1043.39,-0.000344344
5263,31.9011,6.05709,1043.7,-0.000328405
5264,32.8034,6.05357,1044,-0.00028501
5265,33.7061,6.05011,1044.31,-0.000251153
5266,34.6096,6.04652,1044.61,-0.000267445
5267,35.5137,6.04259,1044.91,-0.000262251
5268,36.4186,6.0382,1045.22,-0.000221231
5269,37.3257,6.03937,1045.55,-0.000155255
5270,48.2303,5.99159,1049.29,-0.000212116
5271,49.1373,5.98078,1049.45,-0.000200291
5272,50.0499,5.98159,1049.75,-0.000231448
5273,50.9641,5.9781,1050.06,-0.000281013
5274,51.8783,5.97348,1050.37,-0.000262864
5275,52.7929,5.96932,1050.67,-0.000221936
5276,53.7083,5.96572,1050.98,-0.000195069
5277,54.6244,5.96164,1051.28,-0.000209286
5278,55.5404,5.95776,1051.58,-0.000217001
5279,56.4585,5.95749,1051.9,-0.000183449
5280,67.5093,5.94458,1055.61,-0.000484403
5281,68.4281,5.9071,1055.83,-0.000421782
5282,69.3525,5.90009,1056.11,-0.00034804
5283,70.2801,5.899,1056.45,-0.000285042
5284,71.2067,5.89476,1056.76,-0.000239194
5285,72.1344,5.89074,1057.07,-0.000181466
5286,73.0621,5.88676,1057.37,-0.000109807
5287,73.99,5.88269,1057.68,-9.52819e-05
5288,74.9188,5.87927,1057.98,-6.23288e-05
5289,75.8474,5.87717,1058.27,8.55876e-06
5290,76.7759,5.87609,1058.55,0.000177243
5291,-28.224,5.42067,1023.04,-0.000240079
5292,-27.3571,5.41706,1023.34,-0.000187347
5293,-26.4902,5.41322,1023.65,-0.000142771
5294,-25.6223,5.4097,1023.95,-0.00013758
5295,-24.7536,5.40593,1024.26,-0.000160498
5296,-23.8846,5.40238,1024.56,-0.00015337
5297,-23.015,5.39836,1024.86,-0.000218238
5298,-22.1448,5.39389,1025.17,-0.000300123
5299,-11.6624,5.36985,1028.84,0.000724466
5300,-10.7884,5.35926,1029.12,0.00054082
5301,-9.91164,5.34602,1029.42,0.000260735
5302,-9.03383,5.34084,1029.74,0.000169457
5303,-8.15505,5.33589,1030.04,9.1667e-05
5304,-7.27657,5.33209,1030.35,2.04516e-05
5305,-6.3974,5.32829,1030.65,-0.00012562
5306,-5.51722,5.32489,1030.96,-0.000221823
5307,-4.63722,5.32107,1031.26,-0.000236534
5308,-3.75728,5.31678,1031.56,-0.000240837
5309,-2.87649,5.31402,1031.87,-0.000228869
5310,-1.99507,5.31034,1032.17,-0.000179421
5311,7.71797,5.25752,1035.53,0.00072326
5312,8.61639,5.25947,1035.82,0.000622482
5313,9.50937,5.25898,1036.09,0.000418677
5314,10.4027,5.25896,1036.41,0.000189665
5315,11.2931,5.25485,1036.72,0.000127745
5316,12.1835,5.25096,1037.02,4.08299e-05
5317,13.0739,5.24651,1037.32,-9.54014e-05
5318,13.9656,5.24276,1037.62,-0.000207879
5319,14.8577,5.23896,1037.92,-0.000338735
5320,15.7503,5.23454,1038.23,-0.00041226
5321,16.6429,5.23062,1038.52,-0.000518321
5322,17.5348,5.22294,1038.83,-0.000706891
5323,18.4266,5.2206,1039.05,-0.000907482
5324,28.294,5.18488,1042.53,-0.000446735
5325,29.1938,5.18367,1042.79,-0.000390482
5326,30.094,5.17513,1043.09,-0.000313453
5327,30.9951,5.17086,1043.38,-0.000317554
5328,31.897,5.16711,1043.69,-0.000304516
5329,32.7993,5.16328,1043.99,-0.000263562
5330,33.7019,5.1593,1044.29,-0.000230615
5331,34.6052,5.15565,1044.6,-0.000253487
5332,35.5095,5.1515,1044.9,-0.000233358
5333,36.4148,5.14703,1045.21,-0.000213241
5334,37.3213,5.1423,1045.53,-0.000139128
5335,48.2263,5.08801,1049.32,-0.000327594
5336,49.134,5.08493,1049.47,-0.000328079
5337,50.0461,5.08566,1049.74,-0.00028546
5338,50.9602,5.08229,1050.05,-0.000288468
5339,51.8746,5.07785,1050.36,-0.000257479
5340,52.7891,5.07363,1050.67,-0.000205594
5341,53.7048,5.07002,1050.97,-0.000163738
5342,54.621,5.06577,1051.27,-0.000156317
5343,55.537,5.0616,1051.58,-8.48796e-05
5344,56.4549,5.05667,1051.89,-4.33634e-05
5345,67.5062,5.02096,1055.63,-0.000511664
5346,68.4276,5.01395,1055.88,-0.000407664
5347,69.3481,5.00301,1056.09,-0.000323653
5348,70.277,4.99805,1056.45,-0.000294559
5349,71.2038,4.99423,1056.76,-0.000241586
5350,72.1314,4.99009,1057.07,-0.000174406
5351,73.0593,4.98533,1057.37,-9.35307e-05
5352,73.9872,4.98053,1057.68,-6.90897e-05
5353,74.916,4.97666,1057.98,-1.04991e-05
5354,75.8448,4.97433,1058.27,3.73539e-05
5355,76.7742,4.96863,1058.56,0.000222544
5356,-28.2278,4.54792,1023.01,-0.000276001
5357,-27.361,4.54368,1023.32,-0.000213439
5358,-26.4938,4.53976,1023.62,-0.000160309
5359,-25.6259,4.53625,1023.92,-0.000151554
5360,-24.7573,4.53238,1024.23,-0.00017211
5361,-23.8884,4.52824,1024.54,-0.00013414
5362,-23.0188,4.52292,1024.84,-4.99076e-05
5363,-22.1489,4.51622,1025.15,-0.000167168
5364,-21.2777,4.50584,1025.42,-0.00047495
5365,-11.6698,4.49244,1028.85,0.000630761
5366,-10.7931,4.47641,1029.09,8.45932e-05
5367,-9.91606,4.46803,1029.4,0.000185297
5368,-9.03794,4.46151,1029.72,0.000205979
5369,-8.1593,4.45666,1030.02,8.29057e-05
5370,-7.28096,4.45254,1030.32,1.37936e-05
5371,-6.4019,4.44864,1030.63,-0.000130202
5372,-5.52186,4.44469,1030.93,-0.000219954
5373,-4.64201,4.44099,1031.24,-0.000233345
5374,-3.76219,4.43637,1031.54,-0.000224549
5375,-2.88099,4.43282,1031.85,-0.000222791
5376,-1.99946,4.42233,1032.15,-0.000190794
5377,7.7163,4.3752,1035.51,0.000746907
5378,8.61285,4.38183,1035.79,0.000476809
5379,9.50539,4.37818,1036.08,0.000219947
5380,10.3979,4.37504,1036.39,0.000183492
5381,11.2884,4.37038,1036.7,0.000123096
5382,12.1785,4.36643,1037,3.70949e-05
5383,13.0691,4.362,1037.3,-9.84705e-05
5384,13.9609,4.3579,1037.61,-0.000212069
5385,14.8529,4.35411,1037.9,-0.000344359
5386,15.7455,4.34918,1038.21,-0.000432588
5387,16.6378,4.3453,1038.5,-0.000524659
5388,17.5299,4.34022,1038.8,-0.000713975
5389,18.4205,4.33803,1039.04,-0.00093624
5390,28.2893,4.29999,1042.48,-0.000460413
5391,29.1889,4.28964,1042.75,-0.000383871
5392,30.0895,4.28518,1043.07,-0.000332167
5393,30.991,4.28096,1043.37,-0.000300407
5394,31.8927,4.27726,1043.67,-0.00029077
5395,32.7952,4.27303,1043.98,-0.00025557
5396,33.6979,4.26894,1044.28,-0.000222928
5397,34.6012,4.26493,1044.58,-0.000242082
5398,35.5054,4.2606,1044.89,-0.000253235
5399,36.4105,4.25607,1045.2,-0.000220741
5400,37.3153,4.24656,1045.5,-0.000222163
5401,48.2216,4.19982,1049.28,-0.000465127
5402,49.1309,4.19346,1049.47,-0.000378637
5403,50.0424,4.19047,1049.73,-0.000353505
5404,50.9566,4.18721,1050.05,-0.000302587
5405,51.8711,4.18266,1050.35,-0.000266188
5406,52.7858,4.17835,1050.66,-0.000211711
5407,53.7015,4.17463,1050.96,-0.000162553
5408,54.6176,4.17001,1051.27,-0.000130952
5409,55.5338,4.16552,1051.57,-0.000103776
5410,56.4512,4.16014,1051.88,1.17657e-05
5411,57.368,4.15373,1052.15,-5.09756e-05
5412,67.5022,4.15029,1055.58,-0.000476318
5413,68.4245,4.11661,1055.87,-0.000366648
5414,69.3467,4.10258,1056.11,-0.000326441
5415,70.2739,4.09781,1056.45,-0.000302969
5416,71.2008,4.09296,1056.76,-0.000249345
5417,72.1284,4.08843,1057.07,-0.000177962
5418,73.0564,4.08333,1057.37,-8.8151e-05
5419,73.9847,4.07888,1057.68,-3.98065e-05
5420,74.9134,4.07478,1057.98,4.9953e-06
5421,75.8421,4.07211,1058.27,2.70367e-05
5422,76.772,4.06089,1058.56,0.000132319
5423,-28.2319,3.6747,1022.99,-0.000333145
5424,-27.3652,3.67037,1023.29,-0.000249619
5425,-26.4979,3.66592,1023.59,-0.000184006
5426,-25.6301,3.66212,1023.9,-0.000167211
5427,-24.7615,3.65818,1024.2,-0.000183826
5428,-23.8923,3.65423,1024.51,-0.000131624
5429,-23.0226,3.64913,1024.81,-3.09427e-05
5430,-22.1528,3.64494,1025.11,6.13335e-05
5431,-21.2818,3.63989,1025.4,-7.2826e-05
5432,-11.6735,3.57772,1028.79,-1.7258e-05
5433,-10.7967,3.59037,1029.06,2.59043e-05
5434,-9.91978,3.58777,1029.38,0.000140679
5435,-9.04215,3.58266,1029.69,0.000180248
5436,-8.1635,3.57743,1029.99,6.26895e-05
5437,-7.28507,3.57295,1030.3,-6.17722e-06
5438,-6.40624,3.56905,1030.61,-0.000140554
5439,-5.52659,3.56521,1030.91,-0.000221292
5440,-4.64672,3.56143,1031.22,-0.000232898
5441,-3.7668,3.55707,1031.52,-0.000231215
5442,-2.88554,3.55356,1031.83,-0.000218408
5443,-2.00356,3.54439,1032.13,-0.000219988
5444,7.71589,3.49714,1035.5,0.000379611
5445,8.60914,3.49777,1035.79,0.000203876
5446,9.50044,3.49145,1036.07,0.000157765
5447,10.3934,3.48907,1036.38,0.00013408
5448,11.2841,3.48559,1036.68,8.20823e-05
5449,12.1743,3.48148,1036.98,7.09094e-06
5450,13.0649,3.47675,1037.28,-0.000117797
5451,13.9564,3.47219,1037.59,-0.000222965
5452,14.8482,3.46874,1037.89,-0.000348665
5453,15.7406,3.46363,1038.19,-0.000430254
5454,16.6329,3.45941,1038.49,-0.000507704
5455,17.5254,3.45334,1038.79,-0.00060135
5456,18.4168,3.44183,1039.05,-0.000977323
5457,27.3839,3.41821,1042.18,-0.00038498
5458,28.2848,3.41283,1042.47,-0.00040353
5459,29.1851,3.40075,1042.75,-0.000340646
5460,30.0861,3.39538,1043.06,-0.000306871
5461,30.9876,3.39137,1043.36,-0.000282265
5462,31.889,3.38734,1043.66,-0.000286838
