序号(),日期时间,时间(s),水平X1力(kN),水平X2力(kN),垂向Y1力(kN),垂向Y2力(kN),水平X1位移(mm),水平X2位移(mm),垂向Y1位移(mm),垂向Y2位移(mm),水平应变1微应变(με),水平应变2微应变(με),垂向应变1微应变(με),垂向应变2微应变(με),应变CH5微应变(με),应变CH6微应变(με),应变CH7微应变(με),应变CH8微应变(με),水平变形(mm),垂向变形(mm)
255,#2026-05-27 13:57:12#,25.6000000000004,2.6E-05,-0.000147,3.111961,3.095701,0,-0.000333,-0.000667,0.839,0,0,0,0,0,0,0,0,0,0
256,#2026-05-27 13:57:12#,25.7029999999995,-0.00011,3.5E-05,3.13351,3.117465,0,0,-0.000667,0.843333,0,0,0,0,0,0,0,0,0,0
257,#2026-05-27 13:57:12#,25.8050000000003,-3E-05,-8E-05,3.144972,3.129029,0,0,-0.000667,0.847,0,0,0,0,0,0,0,0,0,0
258,#2026-05-27 13:57:12#,25.9050000000007,9E-06,-4.2E-05,3.149214,3.133384,0,0,-0.000667,0.850333,0,0,0,0,0,0,0,0,0,0
259,#2026-05-27 13:57:12#,26.005000000001,-8E-05,5.2E-05,3.153238,3.137609,0,-0.000333,-0.000667,0.853,0,0,0,0,0,0,0,0,0,0
260,#2026-05-27 13:57:12#,26.1049999999996,8E-05,-0.00016,3.161641,3.146118,0,-0.000333,-0.000667,0.856333,0,0,0,0,0,0,0,0,0,0
261,#2026-05-27 13:57:12#,26.2049999999999,2.6E-05,-4.5E-05,3.175036,3.15969,0,-0.000333,-0.000667,0.859667,0,0,0,0,0,0,0,0,0,0
262,#2026-05-27 13:57:12#,26.3050000000003,-1.3E-05,2.7E-05,3.192006,3.177041,0,-0.000333,-0.000667,0.864,0,0,0,0,0,0,0,0,0,0
263,#2026-05-27 13:57:12#,26.4050000000007,7.1E-05,0.000102,3.208475,3.193894,0,-0.000333,-0.000667,0.869,0,0,0,0,0,0,0,0,0,0
264,#2026-05-27 13:57:13#,26.4799999999996,-0.000117,-9.3E-05,3.214886,3.200239,0,-0.000333,-0.000667,0.872333,0,0,0,0,0,0,0,0,0,0
265,#2026-05-27 13:57:13#,26.5900000000001,-1.1E-05,2.5E-05,3.219571,3.204896,0,0,-0.000667,0.876333,0,0,0,0,0,0,0,0,0,0
266,#2026-05-27 13:57:13#,26.7060000000001,-6E-05,-0.000131,3.220325,3.205752,0,0,-0.000667,0.879667,0,0,0,0,0,0,0,0,0,0
267,#2026-05-27 13:57:13#,26.7960000000003,4.5E-05,-6.1E-05,3.222409,3.207508,0,0,-0.000667,0.882,0,0,0,0,0,0,0,0,0,0
268,#2026-05-27 13:57:13#,26.9050000000007,-6.7E-05,-8E-05,3.227927,3.213231,0,0,-0.000667,0.884667,0,0,0,0,0,0,0,0,0,0
269,#2026-05-27 13:57:13#,27.0069999999996,-0.000127,-0.000221,3.235798,3.221219,0,-0.000333,-0.000667,0.887333,0,0,0,0,0,0,0,0,0,0
270,#2026-05-27 13:57:13#,27.1080000000002,4E-06,-0.000282,3.245514,3.23105,0,0,-0.000667,0.890333,0,0,0,0,0,0,0,0,0,0
271,#2026-05-27 13:57:13#,27.2080000000005,-3.5E-05,3.3E-05,3.254442,3.240134,0,-0.000333,-0.000667,0.893333,0,0,0,0,0,0,0,0,0,0
272,#2026-05-27 13:57:13#,27.3080000000009,0.000101,5.4E-05,3.261973,3.24774,0,0,-0.000667,0.896333,0,0,0,0,0,0,0,0,0,0
273,#2026-05-27 13:57:13#,27.4079999999994,-1.3E-05,4.2E-05,3.268741,3.254704,0,-0.000333,-0.000667,0.899,0,0,0,0,0,0,0,0,0,0
274,#2026-05-27 13:57:14#,27.5100000000002,6.7E-05,-5.1E-05,3.27548,3.26161,0,-0.000333,-0.000667,0.901667,0,0,0,0,0,0,0,0,0,0
275,#2026-05-27 13:57:14#,27.6100000000006,-2E-06,-9.7E-05,3.284177,3.270258,0,-0.000333,-0.000667,0.904667,0,0,0,0,0,0,0,0,0,0
276,#2026-05-27 13:57:14#,27.7100000000009,5.4E-05,-9.3E-05,3.297268,3.283595,0,-0.000333,-0.000667,0.908,0,0,0,0,0,0,0,0,0,0
277,#2026-05-27 13:57:14#,27.8099999999995,-6.7E-05,-7.6E-05,3.314533,3.301056,0,0,-0.000667,0.912333,0,0,0,0,0,0,0,0,0,0
278,#2026-05-27 13:57:14#,27.9099999999999,-0.000173,-0.000103,3.330188,3.316884,0,-0.000333,-0.000667,0.917,0,0,0,0,0,0,0,0,0,0
279,#2026-05-27 13:57:14#,28.0079999999998,-2.2E-05,-1.1E-05,3.345025,3.332017,0,0,-0.000667,0.922333,0,0,0,0,0,0,0,0,0,0
280,#2026-05-27 13:57:14#,28.1100000000006,4E-06,-8.9E-05,3.358001,3.344918,0,-0.000333,-0.000667,0.927667,0,0,0,0,0,0,0,0,0,0
281,#2026-05-27 13:57:14#,28.2109999999993,6.9E-05,-0.000124,3.361212,3.348009,0,0,-0.000667,0.932,0,0,0,0,0,0,0,0,0,0
282,#2026-05-27 13:57:14#,28.3109999999997,1.9E-05,-5.3E-05,3.359281,3.346135,0,-0.000333,-0.000667,0.935,0,0,0,0,0,0,0,0,0,0
283,#2026-05-27 13:57:14#,28.4110000000001,1.9E-05,-0.000242,3.356496,3.342712,0,-0.000333,-0.000667,0.936667,0,0,0,0,0,0,0,0,0,0
284,#2026-05-27 13:57:15#,28.5120000000006,-0.000104,-5.5E-05,3.357884,3.34478,0,0,-0.000666666666667481,0.938667,0,0,0,0,0,0,0,0,0,0
285,#2026-05-27 13:57:15#,28.612000000001,2.2E-05,-6.8E-05,3.366318,3.353618,0,-0.000333,-0.000667,0.941,0,0,0,0,0,0,0,0,0,0
286,#2026-05-27 13:57:15#,28.7119999999995,0.000157,-0.000204,3.378476,3.365823,0,0,-0.000667,0.943333,0,0,0,0,0,0,0,0,0,0
287,#2026-05-27 13:57:15#,28.8130000000001,0.000104,-7E-05,3.391803,3.379278,0,-0.000333,-0.000667,0.946333,0,0,0,0,0,0,0,0,0,0
288,#2026-05-27 13:57:15#,28.9130000000005,-8.6E-05,-5.5E-05,3.403014,3.39087,0,-0.000333,-0.000667,0.949667,0,0,0,0,0,0,0,0,0,0
289,#2026-05-27 13:57:15#,28.9899999999998,-9.7E-05,-9.9E-05,3.4113,3.399137,0,-0.000333,-0.000667,0.952333,0,0,0,0,0,0,0,0,0,0
290,#2026-05-27 13:57:15#,29.1020000000008,-0.00016,-0.000108,3.420045,3.408106,0,-0.000333,-0.000667,0.955667,0,0,0,0,0,0,0,0,0,0
291,#2026-05-27 13:57:15#,29.2119999999995,8.6E-05,-0.000152,3.425935,3.414183,0,-0.000333,-0.000667,0.959,0,0,0,0,0,0,0,0,0,0
292,#2026-05-27 13:57:15#,29.3150000000005,-5.8E-05,-5.7E-05,3.433699,3.422168,0,-0.000333,-0.000667,0.962,0,0,0,0,0,0,0,0,0,0
293,#2026-05-27 13:57:15#,29.4150000000009,-3.9E-05,-1.1E-05,3.443988,3.432384,0,-0.000333,-0.000667,0.965,0,0,0,0,0,0,0,0,0,0
294,#2026-05-27 13:57:16#,29.5149999999994,-0.000101,-5.5E-05,3.45643,3.444974,0,-0.000333,-0.000667,0.968333,0,0,0,0,0,0,0,0,0,0
295,#2026-05-27 13:57:16#,29.6149999999998,-4.3E-05,-0.000254,3.469247,3.457954,0.000333,0,-0.000667,0.972333,0,0,0,0,0,0,0,0,0,0
296,#2026-05-27 13:57:16#,29.7150000000001,3.4E-05,-1.9E-05,3.487807,3.47675,0,0,-0.000667,0.977333,0,0,0,0,0,0,0,0,0,0
297,#2026-05-27 13:57:16#,29.8160000000007,1.9E-05,-0.000116,3.509521,3.498802,0,0,-0.000667,0.983333,0,0,0,0,0,0,0,0,0,0
298,#2026-05-27 13:57:16#,29.9159999999993,8.2E-05,-2.8E-05,3.518763,3.507625,0.000333,0,-0.000667,0.989,0,0,0,0,0,0,0,0,0,0
299,#2026-05-27 13:57:16#,30.0159999999996,-0.000108,-4.2E-05,3.515993,3.504446,0.000333,0,-0.000667,0.992667,0,0,0,0,0,0,0,0,0,0
300,#2026-05-27 13:57:16#,30.1170000000002,-0.000101,-4.7E-05,3.509294,3.496836,0.000333,-0.000333,-0.000667,0.994333,0,0,0,0,0,0,0,0,0,0
301,#2026-05-27 13:57:16#,30.2100000000009,5.8E-05,-0.000108,3.506414,3.493982,0.000333,-0.000333,-0.000667,0.995667,0,0,0,0,0,0,0,0,0,0
302,#2026-05-27 13:57:16#,30.3029999999999,-6E-05,-7E-06,3.509938,3.498289,0.000333,0,-0.000667,0.997333,0,0,0,0,0,0,0,0,0,0
303,#2026-05-27 13:57:16#,30.4150000000009,-6.5E-05,2E-06,3.524378,3.512991,0.000333,-0.000333,-0.000667,0.999667,0,0,0,0,0,0,0,0,0,0
304,#2026-05-27 13:57:17#,30.518,-9.1E-05,-2.6E-05,3.538767,3.527334,0,-0.000333,-0.000667,1.002667,0,0,0,0,0,0,0,0,0,0
305,#2026-05-27 13:57:17#,30.6180000000004,2.8E-05,-5.5E-05,3.55218,3.541139,0.000333,0,-0.000667,1.005667,0,0,0,0,0,0,0,0,0,0
306,#2026-05-27 13:57:17#,30.7199999999993,-0.000153,-0.000177,3.564525,3.553573,0.000333,0,-0.000667,1.009,0,0,0,0,0,0,0,0,0,0
307,#2026-05-27 13:57:17#,30.8199999999997,-6.5E-05,-2.1E-05,3.572063,3.561271,0.000333,0,-0.000667,1.012,0,0,0,0,0,0,0,0,0,0
308,#2026-05-27 13:57:17#,30.9200000000001,-0.000153,-1.5E-05,3.580317,3.569572,0,0,-0.000667,1.015333,0,0,0,0,0,0,0,0,0,0
309,#2026-05-27 13:57:17#,31.0200000000004,3.7E-05,-0.000175,3.590339,3.579838,0,-0.000333,-0.000333,1.018333,0,0,0,0,0,0,0,0,0,0
310,#2026-05-27 13:57:17#,31.1200000000008,-0.000106,1E-05,3.604557,3.593993,0,0,-0.000333,1.022,0,0,0,0,0,0,0,0,0,0
311,#2026-05-27 13:57:17#,31.2199999999993,-8.2E-05,-5.3E-05,3.626424,3.616243,0,-0.000333,-0.000667,1.027,0,0,0,0,0,0,0,0,0,0
312,#2026-05-27 13:57:17#,31.3199999999997,-0.000123,-0.000154,3.644272,3.633961,0,0,-0.000667,1.033,0,0,0,0,0,0,0,0,0,0
313,#2026-05-27 13:57:17#,31.4210000000003,0.000104,-0.000108,3.648598,3.638313,0,0,-0.000667,1.037667,0,0,0,0,0,0,0,0,0,0
314,#2026-05-27 13:57:18#,31.5210000000006,0.000231,-2.8E-05,3.64644,3.635993,0,0,-0.000333,1.040667,0,0,0,0,0,0,0,0,0,0
315,#2026-05-27 13:57:18#,31.6149999999998,0.000151,-0.000261,3.646648,3.635791,0.000333,0,-0.000333,1.042667,0,0,0,0,0,0,0,0,0,0
316,#2026-05-27 13:57:18#,31.7250000000004,0.000183,-0.000156,3.65459,3.643829,0,0,-0.000333,1.045333,0,0,0,0,0,0,0,0,0,0
317,#2026-05-27 13:57:18#,31.8250000000007,-1.3E-05,-0.000175,3.66784,3.657447,0,-0.000333,-0.000333,1.048333,0,0,0,0,0,0,0,0,0,0
318,#2026-05-27 13:57:18#,31.9259999999995,-4E-06,-0.000147,3.680841,3.670362,0.000333,-0.000333,-0.000333,1.051667,0,0,0,0,0,0,0,0,0,0
319,#2026-05-27 13:57:18#,32.027,6E-05,-8E-05,3.692847,3.682379,0,0,-0.000667,1.055,0,0,0,0,0,0,0,0,0,0
320,#2026-05-27 13:57:18#,32.1270000000004,3E-05,-0.00011,3.701001,3.690667,0.000333,0,-0.000667,1.058,0,0,0,0,0,0,0,0,0,0
321,#2026-05-27 13:57:18#,32.2270000000008,2E-06,-0.000162,3.70665,3.696214,0,-0.000333,-0.000333,1.061,0,0,0,0,0,0,0,0,0,0
322,#2026-05-27 13:57:18#,32.3220000000001,1.3E-05,-0.000162,3.712867,3.702419,0,0,-0.000333,1.063667,0,0,0,0,0,0,0,0,0,0
323,#2026-05-27 13:57:18#,32.4279999999999,4.7E-05,-5.5E-05,3.721082,3.710782,0,0,-0.000333,1.066667,0,0,0,0,0,0,0,0,0,0
324,#2026-05-27 13:57:19#,32.5280000000002,-3E-05,-3E-05,3.728573,3.718236,0,-0.000333,-0.000333,1.069333,0,0,0,0,0,0,0,0,0,0
325,#2026-05-27 13:57:19#,32.6280000000006,-8E-05,-0.000175,3.738042,3.727718,0,0,-0.000333,1.072,0,0,0,0,0,0,0,0,0,0
326,#2026-05-27 13:57:19#,32.7299999999996,1.3E-05,-6.3E-05,3.749544,3.739537,0,-0.000333,-0.000667,1.075333,0,0,0,0,0,0,0,0,0,0
327,#2026-05-27 13:57:19#,32.8160000000007,-2.4E-05,-6.3E-05,3.76348,3.753641,0,-0.000333,-0.000667,1.078667,0,0,0,0,0,0,0,0,0,0
328,#2026-05-27 13:57:19#,32.9279999999999,9.9E-05,-0.000177,3.781113,3.7715,0,0,-0.000667,1.083667,0,0,0,0,0,0,0,0,0,0
329,#2026-05-27 13:57:19#,33.0300000000007,2.2E-05,-0.000244,3.79649,3.786675,0,0,-0.000667,1.088333,0,0,0,0,0,0,0,0,0,0
330,#2026-05-27 13:57:19#,33.130000000001,0,-0.00017,3.806026,3.796524,0,0,-0.000667,1.093,0,0,0,0,0,0,0,0,0,0
331,#2026-05-27 13:57:19#,33.2299999999996,-4.5E-05,-0.000112,3.810516,3.800443,0,-0.000333,-0.000667,1.096667,0,0,0,0,0,0,0,0,0,0
332,#2026-05-27 13:57:19#,33.3299999999999,0.000214,-0.000212,3.814734,3.804802,0,0,-0.000667,1.099667,0,0,0,0,0,0,0,0,0,0
333,#2026-05-27 13:57:19#,33.4310000000005,5.6E-05,-0.000286,3.822861,3.813181,0,0,-0.000667,1.102667,0,0,0,0,0,0,0,0,0,0
334,#2026-05-27 13:57:20#,33.5310000000009,-4.3E-05,-7.4E-05,3.831877,3.822086,0,0,-0.000667,1.105667,0,0,0,0,0,0,0,0,0,0
335,#2026-05-27 13:57:20#,33.6309999999994,6.3E-05,-0.000152,3.83813,3.828361,0,0,-0.000333,1.108333,0,0,0,0,0,0,0,0,0,0
336,#2026-05-27 13:57:20#,33.732,-0.000108,-0.000265,3.845815,3.836411,0,0,-0.000333,1.111,0,0,0,0,0,0,0,0,0,0
337,#2026-05-27 13:57:20#,33.8320000000003,0.000205,-0.000185,3.852415,3.84291,0,0,-0.000333,1.113667,0,0,0,0,0,0,0,0,0,0
338,#2026-05-27 13:57:20#,33.9200000000001,-0.000184,-0.000273,3.85952,3.849989,0,0,-0.000333,1.116,0,0,0,0,0,0,0,0,0,0
339,#2026-05-27 13:57:20#,34.0280000000002,5.4E-05,-0.000137,3.869256,3.859734,0,0,-0.000667,1.119,0,0,0,0,0,0,0,0,0,0
340,#2026-05-27 13:57:20#,34.1329999999998,-5.2E-05,-0.000139,3.879111,3.869779,0,0,-0.000333,1.121667,0,0,0,0,0,0,0,0,0,0
341,#2026-05-27 13:57:20#,34.2330000000002,9.5E-05,-7.6E-05,3.890191,3.880885,0,0,-0.000667,1.124667,0,0,0,0,0,0,0,0,0,0
342,#2026-05-27 13:57:20#,34.3330000000005,5E-05,-0.000353,3.902403,3.893308,0,-0.000333,-0.000667,1.128,0,0,0,0,0,0,0,0,0,0
343,#2026-05-27 13:57:21#,34.4349999999995,-0.000127,-0.000162,3.91755,3.908736,0,-0.000333,-0.000667,1.132,0,0,0,0,0,0,0,0,0,0
344,#2026-05-27 13:57:21#,34.5349999999999,-1.5E-05,-0.00017,3.939625,3.93135,0,0,-0.000667,1.137,0,0,0,0,0,0,0,0,0,0
345,#2026-05-27 13:57:21#,34.6350000000002,-5.8E-05,-9.7E-05,3.968308,3.960203,0,0,-0.000667,1.144,0,0,0,0,0,0,0,0,0,0
346,#2026-05-27 13:57:21#,34.7350000000006,4.5E-05,-0.00017,3.979857,3.971591,0,0,-0.000667,1.151333,0,0,0,0,0,0,0,0,0,0
347,#2026-05-27 13:57:21#,34.8350000000009,6.9E-05,-6.8E-05,3.973381,3.964003,0,0,-0.000667,1.155,0,0,0,0,0,0,0,0,0,0
348,#2026-05-27 13:57:21#,34.9259999999995,-9.9E-05,-0.000229,3.962132,3.952328,0,0,-0.000667,1.156333,0,0,0,0,0,0,0,0,0,0
349,#2026-05-27 13:57:21#,35.0100000000002,0.000119,-0.000267,3.954554,3.944499,0,0,-0.000667,1.157,0,0,0,0,0,0,0,0,0,0
350,#2026-05-27 13:57:21#,35.121000000001,-8E-05,-0.0002,3.953667,3.943721,0,0,-0.000667,1.158,0,0,0,0,0,0,0,0,0,0
351,#2026-05-27 13:57:21#,35.2330000000002,1.5E-05,-0.000185,3.970635,3.961746,0,0,-0.000667,1.160333,0,0,0,0,0,0,0,0,0,0
352,#2026-05-27 13:57:21#,35.3359999999993,9.9E-05,-7.8E-05,3.994648,3.985949,0,0,-0.000667,1.163667,0,0,0,0,0,0,0,0,0,0
353,#2026-05-27 13:57:22#,35.4369999999999,0,-0.000303,4.014247,4.005922,0,0,-0.000667,1.167333,0,0,0,0,0,0,0,0,0,0
354,#2026-05-27 13:57:22#,35.5370000000003,-0.000117,-9.1E-05,4.026707,4.018158,0,0,-0.000667,1.170667,0,0,0,0,0,0,0,0,0,0
355,#2026-05-27 13:57:22#,35.6370000000006,8.2E-05,-0.000145,4.035366,4.027173,0,0,-0.000667,1.174,0,0,0,0,0,0,0,0,0,0
356,#2026-05-27 13:57:22#,35.7379999999994,6E-06,-0.000238,4.040755,4.032653,0,-0.000333,-0.000667,1.177,0,0,0,0,0,0,0,0,0,0
357,#2026-05-27 13:57:22#,35.8379999999997,-2.2E-05,-0.000194,4.045086,4.036976,0,-0.000333,-0.000667,1.179667,0,0,0,0,0,0,0,0,0,0
358,#2026-05-27 13:57:22#,35.9380000000001,-2.2E-05,-6.3E-05,4.052009,4.04357,0,0,-0.000667,1.182333,0,0,0,0,0,0,0,0,0,0
359,#2026-05-27 13:57:22#,36.0400000000009,-0.000127,-0.000137,4.063541,4.055338,0,-0.000333,-0.000667,1.185,0,0,0,0,0,0,0,0,0,0
360,#2026-05-27 13:57:22#,36.1399999999994,-4.8E-05,-9.1E-05,4.080103,4.071785,0,-0.000333,-0.000667,1.188667,0,0,0,0,0,0,0,0,0,0
361,#2026-05-27 13:57:22#,36.2100000000009,-3.7E-05,-5.9E-05,4.093738,4.08588,0,-0.000333,-0.000667,1.191667,0,0,0,0,0,0,0,0,0,0
362,#2026-05-27 13:57:22#,36.3199999999997,3E-05,-5E-06,4.11562,4.107636,0,-0.000333,-0.000667,1.197333,0,0,0,0,0,0,0,0,0,0
363,#2026-05-27 13:57:23#,36.4320000000007,6.5E-05,-0.000114,4.131726,4.124009,0,0,-0.000667,1.203667,0,0,0,0,0,0,0,0,0,0
364,#2026-05-27 13:57:23#,36.5400000000009,3.2E-05,-0.000128,4.136871,4.128974,0,-0.000333,-0.000667,1.208333,0,0,0,0,0,0,0,0,0,0
365,#2026-05-27 13:57:23#,36.6399999999994,-2.8E-05,-0.000139,4.139329,4.131455,0,-0.000333,-0.000667,1.211667,0,0,0,0,0,0,0,0,0,0
366,#2026-05-27 13:57:23#,36.7399999999998,8.4E-05,-9.5E-05,4.140713,4.132606,0,-0.000333,-0.000667,1.214,0,0,0,0,0,0,0,0,0,0
367,#2026-05-27 13:57:23#,36.8410000000003,5.4E-05,-8.9E-05,4.143161,4.135113,0,-0.000333,-0.000667,1.216,0,0,0,0,0,0,0,0,0,0
368,#2026-05-27 13:57:23#,36.9410000000007,1.3E-05,-0.000122,4.14977,4.141829,0,-0.000333,-0.000667,1.218333,0,0,0,0,0,0,0,0,0,0
369,#2026-05-27 13:57:23#,37.0380000000005,-4.8E-05,-0.000131,4.160202,4.152408,0,0,-0.000667,1.220667,0,0,0,0,0,0,0,0,0,0
370,#2026-05-27 13:57:23#,37.1419999999998,9.9E-05,-0.000189,4.1718,4.163971,0,-0.000333,-0.000667,1.223667,0,0,0,0,0,0,0,0,0,0
371,#2026-05-27 13:57:23#,37.2420000000002,0.000168,-0.000173,4.182694,4.174947,0,-0.000333,-0.000667,1.226333,0,0,0,0,0,0,0,0,0,0
372,#2026-05-27 13:57:23#,37.3420000000006,5E-05,-8.2E-05,4.19466,4.187035,0,-0.000333,-0.000667,1.229333,0,0,0,0,0,0,0,0,0,0
373,#2026-05-27 13:57:24#,37.4429999999993,7.8E-05,-8E-05,4.206938,4.199425,0,0,-0.000667,1.232667,0,0,0,0,0,0,0,0,0,0
374,#2026-05-27 13:57:24#,37.5300000000007,9.1E-05,-0.000198,4.21468,4.207261,0,-0.000333,-0.000667,1.235667,0,0,0,0,0,0,0,0,0,0
375,#2026-05-27 13:57:24#,37.643,0.000129,-0.00024,4.22576,4.218425,0,-0.000333,-0.001,1.239333,0,0,0,0,0,0,0,0,0,0
376,#2026-05-27 13:57:24#,37.7450000000008,-4.1E-05,-8.7E-05,4.23658,4.229352,0,-0.000333,-0.001,1.242667,0,0,0,0,0,0,0,0,0,0
377,#2026-05-27 13:57:24#,37.8449999999993,0.000108,-8.2E-05,4.252147,4.244861,0,-0.000333,-0.001,1.246667,0,0,0,0,0,0,0,0,0,0
378,#2026-05-27 13:57:24#,37.9449999999997,9.5E-05,-0.00011,4.271134,4.263983,0,-0.000333,-0.001,1.251333,0,0,0,0,0,0,0,0,0,0
379,#2026-05-27 13:57:24#,38.0450000000001,2E-06,-5.1E-05,4.290165,4.283169,0,0,-0.001,1.257,0,0,0,0,0,0,0,0,0,0
380,#2026-05-27 13:57:24#,38.1450000000004,6.7E-05,-0.000202,4.297699,4.290158,0,-0.000333,-0.001,1.261667,0,0,0,0,0,0,0,0,0,0
381,#2026-05-27 13:57:24#,38.2450000000008,0.000285,-0.000135,4.297913,4.290419,0,-0.000333,-0.001,1.265,0,0,0,0,0,0,0,0,0,0
382,#2026-05-27 13:57:24#,38.3449999999993,-2.8E-05,-0.000269,4.296431,4.288351,0,-0.000333,-0.001,1.267333,0,0,0,0,0,0,0,0,0,0
383,#2026-05-27 13:57:25#,38.4459999999999,0.000147,-0.000265,4.298873,4.290967,0,-0.000333,-0.001,1.269333,0,0,0,0,0,0,0,0,0,0
384,#2026-05-27 13:57:25#,38.5460000000003,-9.5E-05,-0.000183,4.307404,4.29964,0,-0.000333,-0.001,1.271667,0,0,0,0,0,0,0,0,0,0
385,#2026-05-27 13:57:25#,38.6460000000006,0.00019,-0.00016,4.319407,4.311782,0,-0.000333,-0.001,1.274333,0,0,0,0,0,0,0,0,0,0
386,#2026-05-27 13:57:25#,38.737000000001,-0.000184,-0.000168,4.33144,4.323779,0,-0.000333,-0.001,1.277,0,0,0,0,0,0,0,0,0,0
387,#2026-05-27 13:57:25#,38.8469999999998,-7E-06,-0.000173,4.344614,4.337084,0,-0.000333,-0.001,1.280333,0,0,0,0,0,0,0,0,0,0
388,#2026-05-27 13:57:25#,38.9470000000001,0.000104,-0.0002,4.35305,4.345399,0,-0.000333,-0.001,1.283333,0,0,0,0,0,0,0,0,0,0
389,#2026-05-27 13:57:25#,39.0480000000007,1.1E-05,-0.00016,4.361962,4.354283,0,-0.000333,-0.001,1.286333,0,0,0,0,0,0,0,0,0,0
390,#2026-05-27 13:57:25#,39.1479999999992,0.000114,-0.000187,4.369771,4.361841,0,-0.000333,-0.001,1.289,0,0,0,0,0,0,0,0,0,0
391,#2026-05-27 13:57:25#,39.2479999999996,-1.5E-05,-0.000338,4.378215,4.370137,0,-0.000333,-0.001,1.291667,0,0,0,0,0,0,0,0,0,0
392,#2026-05-27 13:57:25#,39.3500000000004,-8.2E-05,-0.000288,4.388876,4.38076,0,-0.000333,-0.001,1.294667,0,0,0,0,0,0,0,0,0,0
393,#2026-05-27 13:57:26#,39.4500000000007,0.000106,-0.000135,4.403077,4.395086,0,-0.000333,-0.001,1.298,0,0,0,0,0,0,0,0,0,0
394,#2026-05-27 13:57:26#,39.5499999999993,2.4E-05,-0.000156,4.422582,4.414714,0,-0.000333,-0.001,1.302333,0,0,0,0,0,0,0,0,0,0
395,#2026-05-27 13:57:26#,39.6499999999996,9.1E-05,-0.000296,4.439301,4.431512,0,-0.000333,-0.001,1.307333,0,0,0,0,0,0,0,0,0,0
396,#2026-05-27 13:57:26#,39.7299999999996,0.000125,-0.000238,4.450085,4.442114,0,-0.000333,-0.001,1.311,0,0,0,0,0,0,0,0,0,0
397,#2026-05-27 13:57:26#,39.8410000000003,0.000252,-0.000225,4.465335,4.45746,0,-0.000333,-0.001,1.316667,0,0,0,0,0,0,0,0,0,0
398,#2026-05-27 13:57:26#,39.9500000000007,5E-05,-0.00021,4.476748,4.468818,0,-0.000333,-0.001,1.321667,0,0,0,0,0,0,0,0,0,0
399,#2026-05-27 13:57:26#,40.0509999999995,8.6E-05,-0.000181,4.47902,4.47068,0,-0.000333,-0.001,1.325,0,0,0,0,0,0,0,0,0,0
400,#2026-05-27 13:57:26#,40.1509999999998,-9E-06,-0.000221,4.475735,4.467059,0,-0.000333,-0.001,1.327333,0,0,0,0,0,0,0,0,0,0
401,#2026-05-27 13:57:26#,40.2510000000002,-7E-06,-0.000126,4.47501,4.466242,0,-0.000333,-0.001,1.329,0,0,0,0,0,0,0,0,0,0
402,#2026-05-27 13:57:26#,40.3520000000008,4E-06,-0.00011,4.480951,4.472416,0,-0.000333,-0.000667,1.331,0,0,0,0,0,0,0,0,0,0
403,#2026-05-27 13:57:27#,40.4519999999993,1.1E-05,-9.7E-05,4.491727,4.483165,0,-0.000333,-0.000667,1.333,0,0,0,0,0,0,0,0,0,0
404,#2026-05-27 13:57:27#,40.5519999999997,6E-06,-0.000181,4.503595,4.495383,0,-0.000333,-0.000667,1.335667,0,0,0,0,0,0,0,0,0,0
405,#2026-05-27 13:57:27#,40.6530000000002,-7.3E-05,-0.000292,4.517377,4.508919,0,-0.000333,-0.000667,1.338333,0,0,0,0,0,0,0,0,0,0
406,#2026-05-27 13:57:27#,40.7530000000006,9.9E-05,-0.000217,4.53027,4.521987,0,-0.000333,-0.000667,1.341333,0,0,0,0,0,0,0,0,0,0
407,#2026-05-27 13:57:27#,40.853000000001,4.7E-05,-0.000236,4.543397,4.535315,0,-0.000333,-0.000667,1.344667,0,0,0,0,0,0,0,0,0,0
408,#2026-05-27 13:57:27#,40.9210000000003,-7.1E-05,-0.000263,4.551919,4.544005,0,-0.000333,-0.000667,1.347,0,0,0,0,0,0,0,0,0,0
409,#2026-05-27 13:57:27#,41.0319999999992,-2.2E-05,-0.000126,4.565416,4.557494,0,-0.000333,-0.000667,1.350667,0,0,0,0,0,0,0,0,0,0
410,#2026-05-27 13:57:27#,41.1409999999996,8.8E-05,-0.000149,4.582087,4.574338,0,-0.000333,-0.000667,1.355333,0,0,0,0,0,0,0,0,0,0
411,#2026-05-27 13:57:27#,41.255000000001,0.000112,-9.5E-05,4.608085,4.600617,0,-0.000333,-0.001,1.361333,0,0,0,0,0,0,0,0,0,0
412,#2026-05-27 13:57:27#,41.3549999999996,-1.9E-05,-0.000135,4.634015,4.626802,0,-0.000333,-0.001,1.368333,0,0,0,0,0,0,0,0,0,0
413,#2026-05-27 13:57:28#,41.4549999999999,1.9E-05,-0.000187,4.644805,4.637468,0,-0.000333,-0.001,1.374667,0,0,0,0,0,0,0,0,0,0
414,#2026-05-27 13:57:28#,41.5550000000003,-9.3E-05,-0.00011,4.637112,4.628611,0,-0.000333,-0.001,1.378,0,0,0,0,0,0,0,0,0,0
415,#2026-05-27 13:57:28#,41.6550000000007,-0.000114,-0.00029,4.622896,4.613597,0,-0.000333,-0.001,1.379333,0,0,0,0,0,0,0,0,0,0
416,#2026-05-27 13:57:28#,41.7559999999994,6.5E-05,-0.000313,4.614052,4.604565,0,-0.000333,-0.001,1.38,0,0,0,0,0,0,0,0,0,0
