index,三维坐标X,三维坐标Y,三维坐标Z,位移场DX
2866,57.0766,23.4736,1052.14,-0.148341
2867,57.9943,23.4768,1052.44,-0.148797
2868,58.912,23.4777,1052.74,-0.149077
2869,59.8296,23.4779,1053.03,-0.150269
2870,60.7495,23.4783,1053.34,-0.150453
2871,61.6697,23.4787,1053.64,-0.150398
2872,62.5893,23.4791,1053.94,-0.151307
2873,63.5102,23.4801,1054.24,-0.151513
2874,64.4316,23.4797,1054.54,-0.151813
2875,65.3541,23.4795,1054.84,-0.15171
2876,66.2768,23.4804,1055.14,-0.152062
2877,67.1997,23.4812,1055.43,-0.152618
2878,68.1235,23.4823,1055.73,-0.152728
2879,69.0481,23.4824,1056.04,-0.153179
2880,69.9731,23.4823,1056.33,-0.153258
2881,70.8979,23.4809,1056.63,-0.153621
2882,71.8246,23.4785,1056.93,-0.153473
2883,72.7511,23.4785,1057.22,-0.153622
2884,73.679,23.4789,1057.53,-0.153781
2885,74.6059,23.4793,1057.81,-0.153697
2886,75.5342,23.4795,1058.11,-0.15387
2887,76.4641,23.4807,1058.42,-0.153879
2888,77.3936,23.4834,1058.72,-0.153941
2889,78.3236,23.4839,1059.01,-0.154109
2890,79.255,23.4837,1059.32,-0.153996
2891,80.1869,23.4851,1059.63,-0.154434
2892,81.1189,23.4853,1059.93,-0.154624
2893,82.0519,23.4869,1060.23,-0.154838
2894,82.985,23.4872,1060.54,-0.155202
2895,83.9196,23.4881,1060.84,-0.155083
2896,84.854,23.4886,1061.14,-0.155557
2897,85.7891,23.4878,1061.44,-0.155381
2898,86.7248,23.4886,1061.74,-0.155455
2899,-20.6806,22.5362,1026.2,-0.113581
2900,-19.8092,22.5365,1026.51,-0.114022
2901,-18.9371,22.5376,1026.81,-0.114372
2902,-18.0646,22.538,1027.11,-0.114767
2903,-17.1911,22.5383,1027.41,-0.114721
2904,-16.3162,22.5391,1027.71,-0.113723
2905,-15.4418,22.5396,1028.02,-0.113736
2906,-14.567,22.5407,1028.32,-0.113902
2907,-13.6917,22.5413,1028.62,-0.114029
2908,-12.8163,22.5417,1028.92,-0.114624
2909,-11.9397,22.5421,1029.22,-0.114488
2910,-11.064,22.5449,1029.51,-0.115945
2911,-10.1878,22.5434,1029.8,-0.117285
2912,-9.30953,22.5468,1030.1,-0.117075
2913,-8.43034,22.5533,1030.4,-0.116636
2914,-7.55218,22.5602,1030.68,-0.117761
2915,-6.67333,22.5712,1031,-0.118623
2916,-5.79313,22.5671,1031.31,-0.11819
2917,-4.91181,22.577,1031.63,-0.117612
2918,-4.03219,22.575,1031.93,-0.119016
2919,-3.15146,22.5708,1032.22,-0.119695
2920,-2.26881,22.5642,1032.54,-0.118873
2921,-1.38671,22.5601,1032.83,-0.119271
2922,-0.503646,22.5581,1033.12,-0.119256
2923,0.379824,22.5535,1033.41,-0.119242
2924,1.26367,22.5539,1033.71,-0.119536
2925,2.14805,22.5542,1034.01,-0.119819
2926,3.03292,22.5549,1034.3,-0.120122
2927,3.91801,22.5553,1034.6,-0.1207
2928,4.8041,22.5555,1034.9,-0.120806
2929,5.69026,22.5563,1035.2,-0.121379
2930,6.57772,22.5566,1035.5,-0.121153
2931,7.46494,22.5552,1035.8,-0.121572
2932,8.35288,22.5581,1036.09,-0.121921
2933,9.24156,22.565,1036.38,-0.122217
2934,10.1301,22.5699,1036.67,-0.123008
2935,11.0199,22.5738,1036.95,-0.122939
2936,11.9099,22.5805,1037.26,-0.123611
2937,12.7999,22.5826,1037.55,-0.124325
2938,13.6909,22.5829,1037.86,-0.124835
2939,14.5826,22.5804,1038.17,-0.125
2940,15.4734,22.5762,1038.46,-0.126407
2941,16.3661,22.5772,1038.79,-0.127121
2942,17.2586,22.5714,1039.05,-0.127226
2943,18.1523,22.5698,1039.39,-0.12806
2944,19.0457,22.5689,1039.66,-0.128676
2945,19.9394,22.5673,1039.96,-0.130086
2946,20.8352,22.5676,1040.26,-0.129826
2947,21.7304,22.5676,1040.56,-0.130701
2948,22.6266,22.5681,1040.86,-0.13105
2949,23.5229,22.5689,1041.15,-0.131909
2950,24.4199,22.5693,1041.45,-0.132519
2951,25.3172,22.5702,1041.75,-0.133451
2952,26.2149,22.5708,1042.05,-0.134431
2953,27.1138,22.571,1042.34,-0.134771
2954,28.0132,22.5722,1042.64,-0.135197
2955,28.9126,22.5792,1042.94,-0.136336
2956,29.8125,22.5846,1043.21,-0.136633
2957,30.7146,22.5903,1043.53,-0.136796
2958,31.6144,22.5945,1043.79,-0.137815
2959,32.5172,22.5996,1044.12,-0.138797
2960,33.4177,22.5969,1044.38,-0.139716
2961,34.3194,22.5863,1044.66,-0.140402
2962,35.2238,22.5793,1044.98,-0.140775
2963,36.1258,22.5754,1045.24,-0.14153
2964,37.0319,22.5712,1045.58,-0.141951
2965,37.936,22.5672,1045.85,-0.142381
2966,38.8423,22.574,1046.15,-0.142598
2967,39.7497,22.5757,1046.46,-0.142669
2968,40.6555,22.5775,1046.76,-0.144168
2969,41.563,22.5766,1047.07,-0.144639
2970,42.4711,22.5773,1047.36,-0.144998
2971,43.3792,22.5781,1047.67,-0.145902
2972,44.2887,22.5788,1047.96,-0.145882
2973,45.1979,22.5786,1048.27,-0.146875
2974,46.1082,22.578,1048.57,-0.147227
2975,47.0185,22.5782,1048.86,-0.147892
2976,47.9294,22.5803,1049.16,-0.148513
2977,48.841,22.5844,1049.46,-0.149302
2978,49.7527,22.5839,1049.73,-0.149336
2979,50.6667,22.5879,1050.05,-0.149694
2980,51.5808,22.5856,1050.36,-0.149939
2981,52.493,22.5842,1050.62,-0.149965
2982,53.4073,22.5834,1050.93,-0.150923
2983,54.3233,22.579,1051.23,-0.150906
2984,55.2401,22.5771,1051.57,-0.15192
2985,56.1544,22.5758,1051.83,-0.152303
2986,57.0706,22.5789,1052.12,-0.152995
2987,57.9889,22.5801,1052.44,-0.153739
2988,58.9069,22.5822,1052.73,-0.153848
2989,59.8246,22.5807,1053.03,-0.154794
2990,60.7442,22.5806,1053.34,-0.155086
2991,61.6643,22.5808,1053.64,-0.155145
2992,62.584,22.5807,1053.94,-0.155933
2993,63.5053,22.5814,1054.23,-0.155811
2994,64.4269,22.5806,1054.53,-0.15604
2995,65.3495,22.5801,1054.83,-0.15581
2996,66.2723,22.5806,1055.13,-0.156067
2997,67.1952,22.5814,1055.43,-0.156551
2998,68.1184,22.5813,1055.72,-0.156845
2999,69.0433,22.5837,1056.03,-0.157376
3000,69.9685,22.5918,1056.34,-0.158119
3001,70.8927,22.5933,1056.61,-0.158164
3002,71.8206,22.6008,1056.93,-0.158145
3003,72.746,22.601,1057.22,-0.158493
3004,73.6753,22.6012,1057.54,-0.158703
3005,74.6019,22.5973,1057.82,-0.158466
3006,75.5293,22.5897,1058.11,-0.158447
3007,76.4595,22.5854,1058.42,-0.158509
3008,77.3885,22.5835,1058.71,-0.158518
3009,78.3187,22.5809,1059.02,-0.158912
3010,79.2497,22.5815,1059.32,-0.158702
3011,80.182,22.5818,1059.63,-0.158944
3012,81.1142,22.5813,1059.93,-0.158863
3013,82.047,22.5828,1060.24,-0.159361
3014,82.9803,22.5829,1060.54,-0.159596
3015,83.9153,22.584,1060.84,-0.159115
3016,84.8496,22.5846,1061.15,-0.159779
3017,85.7847,22.5841,1061.45,-0.159573
3018,86.7203,22.5847,1061.75,-0.159831
3019,-20.685,21.6593,1026.18,-0.118317
3020,-19.8134,21.6594,1026.48,-0.118626
3021,-18.9414,21.6603,1026.78,-0.118951
3022,-18.0687,21.6608,1027.08,-0.119098
3023,-17.1952,21.661,1027.39,-0.119064
3024,-16.3203,21.6615,1027.69,-0.118003
3025,-15.4461,21.662,1027.99,-0.118236
3026,-14.5715,21.6626,1028.29,-0.118542
3027,-13.6961,21.6631,1028.59,-0.118534
3028,-12.8205,21.6634,1028.89,-0.118918
3029,-11.9441,21.6614,1029.19,-0.118988
3030,-11.0686,21.6594,1029.49,-0.120374
3031,-10.1919,21.6586,1029.77,-0.121319
3032,-3.15566,21.6889,1032.21,-0.123633
3033,-2.27298,21.6776,1032.53,-0.122577
3034,-1.39135,21.674,1032.8,-0.1235
3035,-0.508504,21.6692,1033.1,-0.123613
3036,0.375096,21.6685,1033.38,-0.123609
3037,1.25883,21.6704,1033.69,-0.124077
3038,2.14339,21.6706,1033.99,-0.124167
3039,3.02782,21.6707,1034.28,-0.124871
3040,3.91338,21.6713,1034.58,-0.124982
3041,4.79919,21.6715,1034.88,-0.125355
3042,5.68562,21.6727,1035.18,-0.125648
3043,6.57282,21.673,1035.48,-0.125668
3044,7.45999,21.6727,1035.77,-0.126132
3045,8.34776,21.6737,1036.06,-0.12651
3046,9.23646,21.6804,1036.35,-0.126726
3047,10.1255,21.6857,1036.62,-0.126937
3048,11.0148,21.693,1036.91,-0.127414
3049,11.9051,21.7065,1037.24,-0.128296
3050,12.7951,21.7148,1037.51,-0.129012
3051,13.6859,21.706,1037.85,-0.129789
3052,14.5768,21.6971,1038.16,-0.130546
3053,15.4674,21.6918,1038.46,-0.132197
3054,16.3601,21.6884,1038.78,-0.132641
3055,17.2525,21.6778,1039.05,-0.132632
3056,18.1467,21.6804,1039.38,-0.133243
3057,19.0402,21.6805,1039.64,-0.133531
3058,19.9344,21.6777,1039.94,-0.1343
3059,20.8301,21.6794,1040.25,-0.134301
3060,21.7256,21.6794,1040.55,-0.134937
3061,22.6217,21.6798,1040.84,-0.13538
3062,23.5179,21.6801,1041.14,-0.136273
3063,24.4146,21.6808,1041.44,-0.137239
3064,25.3123,21.6813,1041.74,-0.137682
3065,26.2102,21.6817,1042.03,-0.138475
3066,27.1087,21.6832,1042.33,-0.139205
3067,28.0077,21.68,1042.62,-0.139622
3068,28.9073,21.6863,1042.92,-0.140546
3069,29.807,21.6961,1043.18,-0.14083
3070,30.7094,21.7077,1043.5,-0.14111
3071,34.315,21.7098,1044.65,-0.144587
3072,35.2189,21.6996,1044.96,-0.145073
3073,36.1207,21.6886,1045.22,-0.145845
3074,37.0265,21.6809,1045.55,-0.146334
3075,37.9313,21.6778,1045.83,-0.146395
3076,38.8367,21.6801,1046.11,-0.146477
3077,39.7447,21.6815,1046.45,-0.14692
3078,40.6512,21.683,1046.75,-0.147805
3079,41.5588,21.6821,1047.06,-0.148289
3080,42.4666,21.682,1047.36,-0.148815
3081,43.3746,21.6827,1047.66,-0.149855
3082,44.2841,21.683,1047.96,-0.14983
3083,45.1935,21.683,1048.26,-0.150672
3084,46.1033,21.6833,1048.56,-0.151497
3085,47.014,21.6834,1048.86,-0.151926
3086,47.925,21.6832,1049.16,-0.152523
3087,48.8367,21.691,1049.45,-0.153211
3088,49.7476,21.6904,1049.72,-0.153554
3089,50.6621,21.6969,1050.05,-0.154005
3090,51.5774,21.6985,1050.38,-0.154508
3091,52.4853,21.6796,1050.57,-0.1547
3092,53.4009,21.6787,1050.91,-0.155602
3093,54.3169,21.661,1051.23,-0.155824
3094,55.2361,21.6686,1051.59,-0.156677
3095,56.1488,21.6658,1051.82,-0.15682
3096,57.0648,21.673,1052.11,-0.157516
3097,57.9838,21.6771,1052.44,-0.158357
3098,58.9017,21.6807,1052.72,-0.158047
3099,59.8199,21.6813,1053.03,-0.158962
3100,60.7392,21.6822,1053.33,-0.159289
3101,61.6592,21.6819,1053.63,-0.159542
3102,62.5792,21.6822,1053.93,-0.160146
3103,63.5007,21.6828,1054.23,-0.15982
3104,64.4222,21.6825,1054.52,-0.159887
3105,65.3447,21.6818,1054.83,-0.15989
3106,66.2674,21.6825,1055.13,-0.160191
3107,67.1911,21.6834,1055.43,-0.160339
3108,68.1139,21.6863,1055.71,-0.160685
3109,69.0392,21.6878,1056.04,-0.161578
3110,69.962,21.6951,1056.33,-0.163768
3111,70.8855,21.7014,1056.61,-0.164644
3112,71.8137,21.713,1056.93,-0.1652
3113,72.7368,21.7211,1057.2,-0.166584
3114,73.67,21.7173,1057.58,-0.167184
3115,74.5953,21.7074,1057.84,-0.166542
3116,75.5246,21.6973,1058.14,-0.165283
3117,76.4545,21.6856,1058.43,-0.163797
3118,77.3844,21.6826,1058.73,-0.163467
3119,78.3148,21.6793,1059.03,-0.163311
3120,79.2448,21.6782,1059.31,-0.163065
3121,80.1771,21.6785,1059.63,-0.163387
3122,81.1094,21.6782,1059.93,-0.163389
3123,82.0422,21.68,1060.24,-0.163915
3124,82.9757,21.6797,1060.54,-0.164023
3125,83.9104,21.6802,1060.85,-0.163772
3126,84.8448,21.6803,1061.15,-0.164197
3127,85.7799,21.6793,1061.45,-0.164128
3128,86.7154,21.6798,1061.75,-0.164354
3129,-20.6895,20.7832,1026.15,-0.123216
3130,-19.8178,20.7834,1026.45,-0.123309
3131,-18.9456,20.7838,1026.75,-0.123454
3132,-18.0728,20.7839,1027.06,-0.123536
3133,-17.1994,20.784,1027.36,-0.123487
3134,-16.3246,20.7849,1027.66,-0.122634
3135,-15.4508,20.7848,1027.96,-0.12308
3136,-14.5762,20.7848,1028.27,-0.123363
3137,-13.701,20.7848,1028.57,-0.123555
3138,-12.8249,20.7846,1028.87,-0.123411
3139,-11.9486,20.7864,1029.17,-0.123676
3140,-11.0731,20.7868,1029.47,-0.12505
3141,-2.27771,20.8007,1032.49,-0.127388
3142,-1.39603,20.7958,1032.75,-0.128154
3143,-0.512833,20.7948,1033.07,-0.127993
3144,0.370355,20.788,1033.35,-0.128151
3145,1.25383,20.7883,1033.67,-0.128805
3146,2.13849,20.7879,1033.96,-0.128774
3147,3.02297,20.7879,1034.26,-0.129417
3148,3.90852,20.7881,1034.56,-0.129516
3149,4.79423,20.788,1034.86,-0.129964
3150,5.68087,20.7889,1035.16,-0.130025
3151,6.56775,20.7872,1035.46,-0.130262
3152,7.45498,20.7875,1035.75,-0.130688
3153,8.34287,20.7885,1036.02,-0.130836
3154,9.23157,20.7957,1036.31,-0.131031
3155,16.3544,20.8077,1038.76,-0.137924
3156,17.247,20.7984,1039.03,-0.137995
3157,18.1412,20.7945,1039.37,-0.138324
3158,19.0349,20.7916,1039.63,-0.138193
3159,19.929,20.7882,1039.92,-0.138876
3160,20.8248,20.7914,1040.23,-0.139035
3161,21.7203,20.7914,1040.53,-0.139538
3162,22.6164,20.7918,1040.83,-0.140049
3163,23.5126,20.7918,1041.12,-0.140904
3164,24.4093,20.7922,1041.42,-0.141782
3165,25.3071,20.7923,1041.72,-0.142276
3166,26.205,20.7924,1042.02,-0.142947
3167,27.1035,20.7952,1042.32,-0.143781
3168,28.0025,20.7936,1042.6,-0.144262
3169,28.902,20.8013,1042.9,-0.145369
3170,36.1182,20.808,1045.28,-0.150922
3171,37.0234,20.7967,1045.61,-0.151571
3172,37.9254,20.7821,1045.83,-0.151709
3173,38.8323,20.7806,1046.14,-0.151315
3174,39.7401,20.7868,1046.47,-0.151657
3175,40.6461,20.7894,1046.75,-0.152424
3176,41.5536,20.7885,1047.05,-0.152918
3177,42.4615,20.7882,1047.35,-0.153317
3178,43.3695,20.7887,1047.65,-0.154355
3179,44.2787,20.7891,1047.95,-0.154586
3180,45.1881,20.7884,1048.26,-0.155458
3181,46.0979,20.7882,1048.55,-0.156144
3182,47.0084,20.7855,1048.85,-0.156559
3183,47.921,20.7898,1049.17,-0.157084
3184,48.8322,20.795,1049.46,-0.157767
3185,49.743,20.7932,1049.73,-0.157885
3186,56.1449,20.7758,1051.84,-0.16144
3187,57.0603,20.7815,1052.11,-0.161924
3188,57.98,20.788,1052.46,-0.162869
3189,58.8968,20.7882,1052.72,-0.162683
3190,59.8152,20.786,1053.03,-0.163538
3191,60.7339,20.7842,1053.32,-0.163868
3192,61.6541,20.7836,1053.63,-0.163958
3193,62.5745,20.7835,1053.93,-0.164284
3194,63.4962,20.7836,1054.23,-0.163848
3195,64.4176,20.7827,1054.52,-0.163828
3196,65.34,20.7821,1054.82,-0.16407
3197,66.2629,20.7827,1055.12,-0.164062
3198,67.1864,20.7804,1055.42,-0.163865
3199,68.1102,20.7881,1055.71,-0.163835
3200,69.0344,20.7924,1056.02,-0.165451
3201,69.9563,20.8027,1056.31,-0.167938
3202,70.8799,20.82,1056.59,-0.169761
3203,71.8048,20.852,1056.87,-0.170272
3204,72.726,20.873,1057.18,-0.176908
3205,73.6655,20.8873,1057.61,-0.175607
3206,74.5904,20.8556,1057.88,-0.175203
3207,75.5218,20.8198,1058.19,-0.172425
3208,76.4501,20.7966,1058.46,-0.170523
3209,77.3787,20.7806,1058.74,-0.169503
3210,78.3111,20.7801,1059.04,-0.167932
3211,79.2394,20.7771,1059.31,-0.16745
3212,80.1729,20.7752,1059.63,-0.167616
3213,81.1053,20.7743,1059.93,-0.167351
3214,82.038,20.7763,1060.24,-0.167969
3215,82.9714,20.7755,1060.54,-0.168062
3216,83.906,20.7757,1060.85,-0.167913
3217,84.8405,20.7751,1061.15,-0.168278
3218,85.7758,20.7739,1061.45,-0.168093
3219,86.7114,20.7746,1061.75,-0.168283
3220,-20.6939,19.9075,1026.12,-0.127993
3221,-19.8224,19.9067,1026.42,-0.128269
3222,-18.95,19.9069,1026.73,-0.128141
3223,-18.0772,19.9068,1027.03,-0.128234
3224,-17.2036,19.9069,1027.33,-0.127869
3225,-16.3291,19.907,1027.63,-0.127314
3226,-15.4551,19.9069,1027.94,-0.127616
3227,-14.5804,19.9066,1028.24,-0.127764
3228,-13.7054,19.9067,1028.54,-0.128132
3229,-12.8297,19.9066,1028.85,-0.128307
3230,-11.9539,19.9038,1029.15,-0.128765
3231,-11.0774,19.9033,1029.45,-0.129034
3232,-1.40062,19.9122,1032.73,-0.132425
3233,-0.517544,19.909,1033.05,-0.13231
3234,0.365846,19.9081,1033.33,-0.13246
3235,1.24903,19.9061,1033.64,-0.133324
3236,2.13362,19.9053,1033.94,-0.133326
3237,3.01807,19.9049,1034.24,-0.133976
3238,3.90341,19.9049,1034.54,-0.134258
3239,4.78909,19.9049,1034.84,-0.134731
3240,5.67595,19.9054,1035.14,-0.134552
3241,6.56321,19.9025,1035.45,-0.13443
3242,7.45031,19.9038,1035.76,-0.135138
3243,8.3386,19.9052,1036.03,-0.134902
3244,17.2419,19.9121,1039.02,-0.142698
3245,18.1363,19.9142,1039.35,-0.142886
3246,19.0301,19.9128,1039.6,-0.142437
3247,19.9247,19.9078,1039.9,-0.142715
3248,20.82,19.9061,1040.21,-0.143188
3249,21.7154,19.906,1040.51,-0.143856
3250,22.6116,19.9058,1040.81,-0.144103
3251,23.5077,19.906,1041.1,-0.145096
3252,24.4047,19.9042,1041.4,-0.145673
3253,25.3021,19.9036,1041.71,-0.146549
3254,26.1999,19.9029,1042,-0.147306
3255,27.0983,19.9032,1042.29,-0.147912
3256,27.997,19.9048,1042.58,-0.14865
3257,37.0187,19.9201,1045.61,-0.156867
3258,37.9208,19.8995,1045.84,-0.156826
3259,38.8273,19.8995,1046.13,-0.156129
3260,39.7346,19.8983,1046.45,-0.156368
3261,40.641,19.8967,1046.75,-0.15708
3262,41.5484,19.8954,1047.05,-0.157461
3263,42.4565,19.8949,1047.35,-0.157721
3264,43.3646,19.8948,1047.65,-0.15861
3265,44.2736,19.8951,1047.94,-0.158956
3266,45.1831,19.8946,1048.25,-0.159814
3267,46.0929,19.8941,1048.54,-0.160286
3268,47.0028,19.8939,1048.82,-0.160759
3269,47.9147,19.8928,1049.15,-0.161514
3270,48.8251,19.8998,1049.42,-0.162253
3271,57.0531,19.8639,1052.08,-0.166315
3272,57.9741,19.8817,1052.44,-0.167443
3273,58.8918,19.8885,1052.73,-0.167391
3274,59.8103,19.8848,1053.03,-0.168186
3275,60.729,19.8855,1053.32,-0.168294
3276,61.6491,19.885,1053.62,-0.16834
3277,62.5693,19.8844,1053.92,-0.168731
3278,63.491,19.884,1054.22,-0.16829
3279,64.4123,19.8842,1054.51,-0.16837
3280,65.3349,19.884,1054.82,-0.168458
3281,66.2576,19.8841,1055.12,-0.16892
3282,67.1787,19.8779,1055.4,-0.170166
3283,68.1021,19.8789,1055.69,-0.170165
3284,69.0253,19.8798,1056,-0.172571
3285,75.5121,19.9043,1058.21,-0.181977
3286,76.4407,19.8831,1058.46,-0.178548
3287,77.3701,19.879,1058.71,-0.175045
3288,78.3068,19.8733,1059.06,-0.173227
3289,79.2344,19.872,1059.31,-0.172165
3290,80.1688,19.8708,1059.64,-0.171789
3291,81.1013,19.8712,1059.94,-0.171403
3292,82.0339,19.8725,1060.24,-0.172057
3293,82.9672,19.872,1060.54,-0.172299
3294,83.9015,19.8717,1060.85,-0.172018
3295,84.8363,19.8708,1061.15,-0.172036
3296,85.7716,19.8692,1061.45,-0.171949
3297,86.7072,19.8693,1061.75,-0.172159
3298,-20.6982,19.0309,1026.09,-0.1327
3299,-19.8264,19.0301,1026.39,-0.132594
3300,-18.954,19.0304,1026.7,-0.132477
3301,-18.0813,19.0298,1027,-0.132556
3302,-17.2078,19.0298,1027.31,-0.132366
3303,-16.3342,19.0303,1027.61,-0.132654
3304,-15.46,19.0298,1027.91,-0.132663
3305,-14.5855,19.0293,1028.21,-0.133004
3306,-13.7107,19.0293,1028.52,-0.133508
3307,-12.8345,19.0297,1028.83,-0.133137
3308,-11.9588,19.0267,1029.14,-0.13352
3309,-11.0824,19.0215,1029.45,-0.133793
3310,-1.40506,19.022,1032.7,-0.136379
3311,-0.521918,19.0248,1033.02,-0.136388
3312,0.360983,19.0232,1033.3,-0.136983
3313,1.24419,19.0222,1033.62,-0.137839
3314,2.12881,19.022,1033.92,-0.137811
3315,3.01343,19.0221,1034.22,-0.138294
3316,3.89868,19.022,1034.52,-0.13865
3317,4.7844,19.0214,1034.82,-0.139046
3318,5.67131,19.0212,1035.12,-0.138795
3319,6.55859,19.0199,1035.43,-0.138685
3320,7.44564,19.0195,1035.73,-0.139363
3321,8.33368,19.0209,1036.01,-0.139399
3322,17.2369,19.0383,1039.02,-0.148016
3323,18.1308,19.0261,1039.35,-0.148169
3324,19.0244,19.0235,1039.57,-0.147377
3325,19.9193,19.0174,1039.89,-0.147505
3326,20.8147,19.0185,1040.2,-0.147873
3327,21.7101,19.0183,1040.5,-0.148495
3328,22.6063,19.0179,1040.79,-0.148814
3329,23.5027,19.0177,1041.09,-0.149575
3330,24.3996,19.0155,1041.39,-0.150218
3331,25.2971,19.015,1041.69,-0.150975
3332,26.195,19.0136,1041.99,-0.151601
3333,27.0934,19.0142,1042.28,-0.152271
3334,27.9919,19.0161,1042.56,-0.152932
3335,37.9174,19.0154,1045.84,-0.160535
3336,38.8217,19.0001,1046.11,-0.160397
3337,39.7295,19.0016,1046.45,-0.160845
3338,40.6361,19.0041,1046.75,-0.161543
3339,41.5439,19.0028,1047.05,-0.161619
3340,42.4516,19.0021,1047.34,-0.162248
3341,43.3596,19.0011,1047.64,-0.16315
3342,44.2685,19.0009,1047.94,-0.16377
3343,45.1783,18.9999,1048.25,-0.164097
3344,46.0881,18.9999,1048.53,-0.164454
3345,46.9973,18.9948,1048.8,-0.164785
3346,47.9089,18.9927,1049.12,-0.165541
3347,57.9698,18.985,1052.45,-0.172277
3348,58.8865,18.9863,1052.72,-0.171788
3349,59.8061,18.9888,1053.04,-0.172384
3350,60.7243,18.9866,1053.32,-0.17238
3351,61.6447,18.986,1053.62,-0.17233
3352,62.5654,18.9855,1053.93,-0.172605
3353,63.4869,18.9848,1054.22,-0.172331
3354,64.4081,18.9855,1054.52,-0.172636
3355,65.3308,18.9849,1054.83,-0.172641
3356,66.255,18.9819,1055.13,-0.171579
3357,67.1749,18.9741,1055.41,-0.173738
3358,68.0983,18.9744,1055.69,-0.173509
3359,76.4326,19.0011,1058.46,-0.187018
3360,77.362,18.9849,1058.69,-0.181829
3361,78.3022,18.9754,1059.07,-0.178473
3362,79.2294,18.9718,1059.3,-0.176674
3363,80.1644,18.9696,1059.64,-0.176415
3364,81.097,18.9682,1059.94,-0.175459
3365,82.0295,18.9688,1060.24,-0.176203
3366,82.9629,18.968,1060.55,-0.176423
3367,83.8971,18.9674,1060.85,-0.176198
3368,84.8323,18.9666,1061.15,-0.17601
3369,85.7679,18.9654,1061.46,-0.176082
3370,86.7037,18.9651,1061.76,-0.176003
3371,-20.7023,18.1557,1026.06,-0.137171
3372,-19.8306,18.1544,1026.37,-0.137114
3373,-18.9583,18.1543,1026.67,-0.137016
3374,-18.0857,18.1538,1026.98,-0.137224
3375,-17.2122,18.1532,1027.28,-0.136935
3376,-16.3384,18.1533,1027.58,-0.136988
3377,-15.4642,18.1529,1027.88,-0.13709
3378,-14.5898,18.1521,1028.19,-0.137501
3379,-13.7149,18.152,1028.49,-0.13787
3380,-12.8387,18.1531,1028.81,-0.137354
3381,-11.963,18.1531,1029.14,-0.13769
3382,-11.0861,18.1579,1029.42,-0.137951
3383,-1.4097,18.1504,1032.66,-0.141246
3384,-0.526834,18.1447,1032.99,-0.141152
3385,0.355925,18.1418,1033.27,-0.141805
3386,1.23883,18.1402,1033.6,-0.142926
3387,2.12358,18.1397,1033.9,-0.142743
3388,3.00823,18.1395,1034.2,-0.143175
3389,3.89381,18.139,1034.5,-0.143189
3390,4.77962,18.1382,1034.8,-0.143486
3391,5.66656,18.1374,1035.1,-0.143166
3392,6.55382,18.1352,1035.41,-0.143036
3393,7.44112,18.1338,1035.72,-0.143464
3394,8.32887,18.1266,1035.97,-0.143288
3395,17.2319,18.1356,1039.01,-0.152017
3396,18.126,18.1424,1039.34,-0.152521
3397,19.0191,18.1368,1039.55,-0.152013
3398,19.9141,18.1315,1039.87,-0.152167
3399,20.8093,18.1308,1040.18,-0.152677
3400,21.7049,18.1304,1040.48,-0.153096
3401,22.6011,18.1295,1040.78,-0.153419
3402,23.4977,18.129,1041.08,-0.153894
3403,24.3949,18.1266,1041.38,-0.154288
3404,25.2926,18.1253,1041.68,-0.154859
3405,26.1903,18.1234,1041.98,-0.155716
3406,27.0884,18.1207,1042.26,-0.156158
3407,37.9124,18.1129,1045.85,-0.165095
3408,38.8167,18.1124,1046.1,-0.164675
3409,39.7248,18.1122,1046.44,-0.164995
3410,40.6313,18.1106,1046.73,-0.165592
3411,41.5391,18.1093,1047.04,-0.165701
3412,42.4468,18.1081,1047.33,-0.166343
3413,43.3548,18.1072,1047.63,-0.167299
3414,44.2634,18.107,1047.93,-0.168125
3415,45.1733,18.1061,1048.24,-0.168462
3416,46.0831,18.1055,1048.52,-0.168719
3417,46.9924,18.1048,1048.79,-0.168893
3418,47.9044,18.1092,1049.09,-0.169073
3419,57.9675,18.0911,1052.49,-0.176567
3420,58.8824,18.0945,1052.73,-0.176392
3421,59.8023,18.0923,1053.05,-0.176673
3422,60.7198,18.0885,1053.31,-0.17653
3423,61.64,18.0875,1053.62,-0.176644
3424,62.561,18.0871,1053.92,-0.17667
3425,63.4824,18.0861,1054.22,-0.176441
3426,64.4039,18.0867,1054.52,-0.176447
3427,65.3262,18.086,1054.82,-0.17691
3428,66.2553,18.0826,1055.12,-0.171041
3429,67.1728,18.0756,1055.38,-0.174231
3430,77.3557,18.0945,1058.69,-0.187937
3431,78.2975,18.0852,1059.07,-0.183406
3432,79.2258,18.072,1059.31,-0.18089
3433,80.16,18.0668,1059.65,-0.180912
3434,81.0923,18.0653,1059.93,-0.179233
3435,82.0251,18.0653,1060.24,-0.179895
3436,82.9587,18.0642,1060.54,-0.179999
3437,83.8928,18.063,1060.85,-0.179961
3438,84.8283,18.0624,1061.15,-0.179497
3439,85.764,18.0614,1061.46,-0.179628
3440,86.6996,18.0606,1061.76,-0.179969
3441,-20.7063,17.2795,1026.04,-0.141431
3442,-19.8347,17.2782,1026.34,-0.141521
3443,-18.9625,17.2775,1026.65,-0.141426
3444,-18.09,17.277,1026.95,-0.141699
3445,-17.2165,17.2758,1027.25,-0.14146
3446,-16.3432,17.275,1027.56,-0.141919
3447,-15.4691,17.2749,1027.86,-0.142219
